identifier1	identifier2	lemma	median_cleaned	judgments
войско-102-12	войско-103-12	войско	4.0	[4, 4, 4, 4, 4]
войско-104-12	войско-105-12	войско	4.0	[4, 4, 4, 4, 4]
войско-106-12	войско-107-12	войско	4.0	[4, 3, 4, 4, 4]
войско-110-12	войско-111-12	войско	4.0	[4, 4, 3, 4, 4]
войско-112-12	войско-113-12	войско	4.0	[4, 4, 4, 4, 4]
войско-32-12	войско-33-12	войско	4.0	[4, 4, 4, 4, 4]
войско-114-12	войско-115-12	войско	4.0	[4, 4, 3, 3, 4]
войско-12-12	войско-13-12	войско	4.0	[4, 4, 4, 4, 4]
войско-14-12	войско-15-12	войско	4.0	[4, 4, 4, 4, 4]
войско-16-12	войско-17-12	войско	4.0	[4, 3, 4, 4, 4]
войско-18-12	войско-19-12	войско	4.0	[4, 4, 4, 3, 4]
войско-2-12	войско-3-12	войско	4.0	[4, 4, 4, 4, 4]
войско-20-12	войско-21-12	войско	4.0	[4, 4, 4, 3, 4]
войско-22-12	войско-23-12	войско	4.0	[4, 3, 4, 4, 4]
войско-24-12	войско-25-12	войско	4.0	[4, 4, 4, 4, 4]
войско-26-12	войско-27-12	войско	4.0	[4, 4, 4, 4, 4]
войско-28-12	войско-29-12	войско	4.0	[4, 4, 4, 4, 4]
войско-116-12	войско-117-12	войско	4.0	[4, 4, 4, 4, 4]
войско-88-12	войско-89-12	войско	4.0	[3, 3, 4, 4, 4]
22_время_31378	22_время_468987	время	4.0	[4, 4]
22_время_335859	22_время_86389	время	2.0	[2, 2]
22_время_62059	22_время_66730	время	3.0	[3, 3]
22_время_104034	22_время_295949	время	3.0	[3, 3]
вывеска-52-12	вывеска-53-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-56-12	вывеска-57-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-58-12	вывеска-59-12	вывеска	4.0	[4, 4, 4, 4, 3]
вывеска-6-12	вывеска-7-12	вывеска	4.0	[4, 4, 4, 4, 3]
вывеска-62-12	вывеска-63-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-68-12	вывеска-69-12	вывеска	4.0	[3, 4, 4, 4, 4]
вывеска-72-12	вывеска-73-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-74-12	вывеска-75-12	вывеска	1.0	[1, 2, 1, 1, 1]
вывеска-50-12	вывеска-51-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-82-12	вывеска-83-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-84-12	вывеска-85-12	вывеска	4.0	[4, 4, 4, 3, 4]
вывеска-86-12	вывеска-87-12	вывеска	4.0	[3, 4, 4, 4, 4]
вывеска-88-12	вывеска-89-12	вывеска	1.0	[1, 1, 1, 1, 2]
вывеска-94-12	вывеска-95-12	вывеска	4.0	[4, 3, 3, 4, 4]
вывеска-96-12	вывеска-97-12	вывеска	4.0	[4, 4, 4, 4, 3]
вывеска-98-12	вывеска-99-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-78-12	вывеска-79-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-48-12	вывеска-49-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-16-12	вывеска-17-12	вывеска	4.0	[4, 4, 3, 4, 4]
вывеска-44-12	вывеска-45-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-46-12	вывеска-47-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-0-12	вывеска-1-12	вывеска	4.0	[4, 4, 3, 3, 4]
вывеска-10-12	вывеска-11-12	вывеска	4.0	[4, 4, 4, 4, 3]
вывеска-100-12	вывеска-101-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-104-12	вывеска-105-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-114-12	вывеска-115-12	вывеска	4.0	[4, 3, 4, 4, 4]
вывеска-118-12	вывеска-119-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-12-12	вывеска-13-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-14-12	вывеска-15-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-116-12	вывеска-117-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-22-12	вывеска-23-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-24-12	вывеска-25-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-4-12	вывеска-5-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-26-12	вывеска-27-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-28-12	вывеска-29-12	вывеска	4.0	[4, 4, 4, 4, 4]
вывеска-30-12	вывеска-31-12	вывеска	3.0	[4, 4, 3, 3, 3]
вывеска-32-12	вывеска-33-12	вывеска	4.0	[4, 3, 4, 4, 4]
вывеска-34-12	вывеска-35-12	вывеска	4.0	[3, 4, 4, 4, 4]
вывеска-20-12	вывеска-21-12	вывеска	4.0	[4, 4, 4, 4, 4]
1700-1916_вызов_1278-16	1992-2016_вызов_1279-16	вызов	4.0	[4, 4, 4]
1700-1916_вызов_1278-14	1918-1990_вызов_1279-14	вызов	1.0	[1, 1, 2]
1918-1990_вызов_1334-15	1992-2016_вызов_1335-15	вызов	1.0	[1, 2, 1]
1700-1916_вызов_1276-14	1918-1990_вызов_1277-14	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1336-15	1992-2016_вызов_1337-15	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1280-16	1992-2016_вызов_1281-16	вызов	4.0	[4, 4, 4]
1700-1916_вызов_1276-16	1992-2016_вызов_1277-16	вызов	4.0	[4, 4, 4]
1700-1916_вызов_1284-14	1918-1990_вызов_1285-14	вызов	2.0	[2, 2, 2]
1700-1916_вызов_1294-16	1992-2016_вызов_1295-16	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1286-14	1918-1990_вызов_1287-14	вызов	4.0	[4, 3, 4]
1700-1916_вызов_1286-16	1992-2016_вызов_1287-16	вызов	4.0	[4, 3, 4]
1700-1916_вызов_1288-14	1918-1990_вызов_1289-14	вызов	4.0	[4, 3, 4]
1700-1916_вызов_1288-16	1992-2016_вызов_1289-16	вызов	1.0	[2, 1, 1]
1700-1916_вызов_1290-14	1918-1990_вызов_1291-14	вызов	1.0	[1, 2, 1]
1700-1916_вызов_1290-16	1992-2016_вызов_1291-16	вызов	1.0	[2, 1, 1]
1700-1916_вызов_1292-14	1918-1990_вызов_1293-14	вызов	3.0	[3, 4, 3]
1918-1990_вызов_1332-15	1992-2016_вызов_1333-15	вызов	4.0	[4, 3, 4]
1700-1916_вызов_1284-16	1992-2016_вызов_1285-16	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1330-15	1992-2016_вызов_1331-15	вызов	4.0	[3, 4, 4]
1918-1990_вызов_1302-15	1992-2016_вызов_1303-15	вызов	4.0	[4, 4, 4]
1918-1990_вызов_1326-15	1992-2016_вызов_1327-15	вызов	3.0	[3, 4, 3]
1700-1916_вызов_1296-16	1992-2016_вызов_1297-16	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1280-15	1992-2016_вызов_1281-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1284-15	1992-2016_вызов_1285-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1286-15	1992-2016_вызов_1287-15	вызов	4.0	[4, 4, 4]
1918-1990_вызов_1288-15	1992-2016_вызов_1289-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1290-15	1992-2016_вызов_1291-15	вызов	1.0	[1, 1, 2]
1918-1990_вызов_1292-15	1992-2016_вызов_1293-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1294-15	1992-2016_вызов_1295-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1328-15	1992-2016_вызов_1329-15	вызов	4.0	[4, 4, 4]
1918-1990_вызов_1296-15	1992-2016_вызов_1297-15	вызов	1.0	[2, 1, 1]
1918-1990_вызов_1300-15	1992-2016_вызов_1301-15	вызов	4.0	[4, 4, 4]
1918-1990_вызов_1304-15	1992-2016_вызов_1305-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1308-15	1992-2016_вызов_1309-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1310-15	1992-2016_вызов_1311-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1314-15	1992-2016_вызов_1315-15	вызов	1.0	[1, 2, 1]
1918-1990_вызов_1316-15	1992-2016_вызов_1317-15	вызов	4.0	[3, 4, 4]
1918-1990_вызов_1320-15	1992-2016_вызов_1321-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1322-15	1992-2016_вызов_1323-15	вызов	1.0	[1, 1, 1]
1918-1990_вызов_1299-14	1992-2016_вызов_1299-15	вызов	1.0	[1, 1, 2]
1700-1916_вызов_1298-14	1918-1990_вызов_1299-14	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1308-16	1992-2016_вызов_1309-16	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1300-14	1918-1990_вызов_1301-14	вызов	4.0	[4, 4, 3]
1700-1916_вызов_1310-16	1992-2016_вызов_1311-16	вызов	1.0	[1, 2, 1]
1700-1916_вызов_1312-14	1918-1990_вызов_1313-14	вызов	4.0	[4, 4, 3]
1700-1916_вызов_1312-16	1992-2016_вызов_1313-16	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1314-14	1918-1990_вызов_1315-14	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1314-16	1992-2016_вызов_1315-16	вызов	4.0	[4, 4, 3]
1700-1916_вызов_1316-14	1918-1990_вызов_1317-14	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1318-14	1918-1990_вызов_1319-14	вызов	3.0	[4, 3, 3]
1700-1916_вызов_1318-16	1992-2016_вызов_1319-16	вызов	2.0	[3, 2, 2]
1700-1916_вызов_1320-16	1992-2016_вызов_1321-16	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1310-14	1918-1990_вызов_1311-14	вызов	4.0	[4, 4, 4]
1700-1916_вызов_1322-16	1992-2016_вызов_1323-16	вызов	2.0	[1, 2, 2]
1700-1916_вызов_1324-16	1992-2016_вызов_1325-16	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1326-14	1918-1990_вызов_1314-15	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1326-16	1992-2016_вызов_1327-16	вызов	4.0	[4, 4, 4]
1700-1916_вызов_1330-14	1918-1990_вызов_1331-14	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1330-16	1992-2016_вызов_1331-16	вызов	1.0	[2, 1, 1]
1700-1916_вызов_1332-14	1918-1990_вызов_1333-14	вызов	2.0	[1, 2, 2]
1700-1916_вызов_1332-16	1992-2016_вызов_1333-16	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1334-16	1992-2016_вызов_1335-16	вызов	1.0	[2, 1, 1]
1700-1916_вызов_1298-16	1992-2016_вызов_1299-16	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1324-14	1918-1990_вызов_1325-14	вызов	1.0	[2, 1, 1]
1700-1916_вызов_1308-14	1918-1990_вызов_1309-14	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1328-16	1992-2016_вызов_1329-16	вызов	4.0	[4, 4, 4]
1700-1916_вызов_1302-14	1918-1990_вызов_1303-14	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1302-16	1992-2016_вызов_1303-16	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1304-16	1992-2016_вызов_1305-16	вызов	1.0	[1, 1, 1]
1700-1916_вызов_1306-16	1992-2016_вызов_1307-16	вызов	4.0	[4, 3, 4]
1700-1916_вызов_1300-16	1992-2016_вызов_1301-16	вызов	1.0	[1, 1, 1]
высоколобый-48-13	высоколобый-49-13	высоколобый	4.0	[4, 4, 4, 4, 4]
высоколобый-84-13	высоколобый-85-13	высоколобый	1.0	[1, 2, 1, 1, 1]
высоколобый-76-13	высоколобый-77-13	высоколобый	4.0	[4, 4, 4, 3, 4]
высоколобый-82-13	высоколобый-83-13	высоколобый	4.0	[4, 3, 4, 4, 4]
высоколобый-90-13	высоколобый-91-13	высоколобый	4.0	[4, 3, 3, 4, 4]
высоколобый-92-13	высоколобый-93-13	высоколобый	1.0	[1, 1, 1, 1, 1]
высоколобый-54-13	высоколобый-55-13	высоколобый	1.0	[1, 1, 1, 1, 1]
высоколобый-72-13	высоколобый-73-13	высоколобый	1.0	[1, 1, 1, 1, 1]
высоколобый-66-13	высоколобый-67-13	высоколобый	4.0	[4, 3, 4, 4, 4]
высоколобый-68-13	высоколобый-69-13	высоколобый	4.0	[3, 4, 4, 4, 3]
высоколобый-18-13	высоколобый-19-13	высоколобый	1.0	[1, 1, 2, 2, 1]
высоколобый-2-13	высоколобый-3-13	высоколобый	4.0	[4, 4, 4, 4, 4]
высоколобый-20-13	высоколобый-21-13	высоколобый	1.0	[1, 1, 1, 1, 1]
высоколобый-24-13	высоколобый-25-13	высоколобый	1.0	[1, 1, 1, 1, 1]
высоколобый-26-13	высоколобый-27-13	высоколобый	4.0	[4, 4, 4, 4, 4]
высоколобый-28-13	высоколобый-29-13	высоколобый	1.0	[1, 1, 1, 1, 1]
высоколобый-32-13	высоколобый-33-13	высоколобый	4.0	[4, 3, 4, 4, 4]
высоколобый-44-13	высоколобый-45-13	высоколобый	1.0	[1, 1, 1, 2, 2]
высоколобый-42-13	высоколобый-43-13	высоколобый	1.0	[2, 1, 1, 1, 1]
высоколобый-62-13	высоколобый-63-13	высоколобый	1.0	[1, 1, 1, 1, 1]
высоколобый-40-13	высоколобый-41-13	высоколобый	1.0	[1, 2, 1, 1, 1]
высоколобый-38-13	высоколобый-39-13	высоколобый	1.0	[1, 1, 1, 1, 2]
высоколобый-36-13	высоколобый-37-13	высоколобый	1.0	[2, 1, 2, 1, 1]
вышка-44-13	вышка-45-13	вышка	4.0	[4, 4, 4, 4, 3]
вышка-46-13	вышка-47-13	вышка	1.0	[1, 1, 1, 1, 1]
вышка-82-13	вышка-83-13	вышка	3.0	[3, 3, 3, 3, 3]
вышка-8-13	вышка-9-13	вышка	1.0	[1, 1, 1, 1, 1]
вышка-80-13	вышка-81-13	вышка	4.0	[4, 4, 4, 4, 4]
вышка-86-13	вышка-87-13	вышка	4.0	[4, 4, 4, 4, 4]
вышка-94-13	вышка-95-13	вышка	1.0	[1, 1, 1, 1, 1]
вышка-72-13	вышка-73-13	вышка	4.0	[4, 4, 4, 4, 4]
вышка-40-13	вышка-41-13	вышка	4.0	[4, 4, 4, 4, 4]
вышка-48-13	вышка-49-13	вышка	4.0	[4, 4, 4, 3, 4]
вышка-110-13	вышка-111-13	вышка	4.0	[4, 4, 4, 4, 4]
вышка-0-13	вышка-1-13	вышка	1.0	[1, 1, 1, 1, 1]
вышка-30-13	вышка-31-13	вышка	4.0	[4, 3, 4, 4, 4]
вышка-2-13	вышка-3-13	вышка	4.0	[3, 4, 4, 4, 4]
вышка-16-13	вышка-17-13	вышка	4.0	[4, 4, 4, 4, 4]
вышка-14-13	вышка-15-13	вышка	4.0	[4, 4, 4, 3, 4]
вышка-118-13	вышка-119-13	вышка	1.0	[1, 1, 1, 1, 1]
вышка-10-13	вышка-11-13	вышка	1.0	[1, 1, 1, 1, 1]
гильдия-68-13	гильдия-69-13	гильдия	4.0	[4, 4, 4, 4, 3]
гильдия-60-13	гильдия-61-13	гильдия	4.0	[3, 4, 3, 4, 4]
гильдия-6-13	гильдия-7-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-64-13	гильдия-65-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-66-13	гильдия-67-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-70-13	гильдия-71-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-34-13	гильдия-35-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-76-13	гильдия-77-13	гильдия	4.0	[4, 3, 4, 4, 4]
гильдия-80-13	гильдия-81-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-86-13	гильдия-87-13	гильдия	4.0	[4, 4, 3, 4, 4]
гильдия-88-13	гильдия-89-13	гильдия	4.0	[3, 4, 4, 4, 4]
гильдия-90-13	гильдия-91-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-96-13	гильдия-97-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-74-13	гильдия-75-13	гильдия	4.0	[4, 4, 4, 3, 4]
гильдия-52-13	гильдия-53-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-22-13	гильдия-23-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-42-13	гильдия-43-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-32-13	гильдия-33-13	гильдия	4.0	[4, 3, 4, 4, 4]
гильдия-30-13	гильдия-31-13	гильдия	4.0	[3, 4, 4, 4, 4]
гильдия-24-13	гильдия-25-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-20-13	гильдия-21-13	гильдия	4.0	[4, 3, 4, 4, 4]
гильдия-2-13	гильдия-3-13	гильдия	4.0	[4, 4, 4, 3, 4]
гильдия-18-13	гильдия-19-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-14-13	гильдия-15-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-114-13	гильдия-115-13	гильдия	4.0	[4, 3, 4, 4, 4]
гильдия-112-13	гильдия-113-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-100-13	гильдия-101-13	гильдия	4.0	[4, 4, 4, 4, 4]
гильдия-48-13	гильдия-49-13	гильдия	4.0	[4, 4, 4, 4, 4]
глянец-48-13	глянец-49-13	глянец	1.0	[1, 1, 1, 1, 1]
глянец-96-13	глянец-97-13	глянец	4.0	[4, 4, 4, 3, 4]
глянец-94-13	глянец-95-13	глянец	1.0	[2, 1, 1, 1, 1]
глянец-76-13	глянец-77-13	глянец	1.0	[2, 1, 2, 1, 1]
глянец-70-13	глянец-71-13	глянец	1.0	[1, 1, 1, 2, 1]
глянец-66-13	глянец-67-13	глянец	1.0	[1, 1, 1, 1, 1]
глянец-58-13	глянец-59-13	глянец	1.0	[1, 1, 1, 2, 1]
глянец-24-13	глянец-25-13	глянец	4.0	[4, 4, 4, 4, 4]
глянец-88-13	глянец-89-13	глянец	1.0	[1, 1, 1, 1, 1]
глянец-14-13	глянец-15-13	глянец	4.0	[4, 3, 4, 4, 4]
глянец-110-13	глянец-111-13	глянец	4.0	[3, 4, 4, 4, 4]
глянец-116-13	глянец-117-13	глянец	4.0	[4, 4, 4, 4, 4]
глянец-2-13	глянец-3-13	глянец	1.0	[1, 2, 1, 1, 1]
глянец-12-13	глянец-13-13	глянец	2.0	[3, 2, 2, 2, 2]
глянец-118-13	глянец-119-13	глянец	4.0	[4, 3, 4, 4, 3]
22_год_110831	22_год_24299	год	4.0	[4, 4]
22_год_528067	22_год_597845	год	4.0	[4, 4]
22_год_433410	22_год_653238	год	4.0	[4, 4, 4]
22_год_327286	22_год_381307	год	4.0	[4, 4]
22_год_278175	22_год_528067	год	3.0	[3, 3]
22_год_265781	22_год_67014	год	4.0	[4, 4]
22_год_24299	22_год_397399	год	4.0	[4, 4]
22_год_172344	22_год_728876	год	3.0	[3, 3]
22_год_172344	22_год_528067	год	4.0	[4, 4]
22_год_793336	22_год_84409	год	4.0	[4, 4]
22_голова_15863	22_голова_76077	голова	4.0	[4, 4]
22_голова_131266	22_голова_76077	голова	4.0	[4, 4]
22_голова_122044	22_голова_204624	голова	3.0	[2, 3, 3]
22_голова_120851	22_голова_135689	голова	4.0	[4, 4]
22_голова_237939	22_голова_58365	голова	2.0	[2, 2]
22_голова_191297	22_голова_224318	голова	4.0	[4, 4]
1918-1990_головка_1352-15	1992-2016_головка_1353-15	головка	1.0	[2, 1, 1]
1918-1990_головка_1378-15	1992-2016_головка_1379-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1380-15	1992-2016_головка_1381-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1376-15	1992-2016_головка_1377-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1374-15	1992-2016_головка_1375-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1372-15	1992-2016_головка_1373-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1370-15	1992-2016_головка_1371-15	головка	1.0	[1, 1, 2]
1918-1990_головка_1368-15	1992-2016_головка_1369-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1366-15	1992-2016_головка_1367-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1364-15	1992-2016_головка_1365-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1390-15	1992-2016_головка_1391-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1362-15	1992-2016_головка_1363-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1360-15	1992-2016_головка_1361-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1358-15	1992-2016_головка_1359-15	головка	2.0	[3, 2, 2]
1918-1990_головка_1356-15	1992-2016_головка_1357-15	головка	4.0	[4, 4, 3]
1918-1990_головка_1388-15	1992-2016_головка_1389-15	головка	1.0	[1, 1, 1]
1918-1990_головка_1340-15	1992-2016_головка_1341-15	головка	4.0	[4, 4, 4]
1918-1990_головка_1342-15	1992-2016_головка_1343-15	головка	4.0	[4, 4, 4]
1918-1990_головка_1344-15	1992-2016_головка_1345-15	головка	1.0	[2, 1, 1]
1918-1990_головка_1350-15	1992-2016_головка_1351-15	головка	1.0	[1, 1, 2]
1918-1990_головка_1346-15	1992-2016_головка_1347-15	головка	1.0	[1, 1, 1]
1700-1916_головка_1348-16	1992-2016_головка_1349-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1378-16	1992-2016_головка_1379-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1358-14	1918-1990_головка_1359-14	головка	1.0	[1, 1, 2]
1700-1916_головка_1358-16	1992-2016_головка_1341-15	головка	4.0	[4, 4, 4]
1700-1916_головка_1360-14	1918-1990_головка_1361-14	головка	4.0	[4, 4, 4]
1700-1916_головка_1360-16	1992-2016_головка_1361-16	головка	1.0	[1, 1]
1700-1916_головка_1362-14	1918-1990_головка_1363-14	головка	4.0	[4, 4, 4]
1700-1916_головка_1362-16	1992-2016_головка_1363-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1364-16	1992-2016_головка_1365-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1366-14	1918-1990_головка_1367-14	головка	1.0	[1, 1, 1]
1700-1916_головка_1366-16	1992-2016_головка_1367-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1368-16	1992-2016_головка_1369-16	головка	4.0	[4, 4, 4]
1700-1916_головка_1382-14	1918-1990_головка_1383-14	головка	1.0	[1, 2, 1]
1700-1916_головка_1380-16	1992-2016_головка_1381-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1374-14	1918-1990_головка_1375-14	головка	4.0	[4, 4]
1700-1916_головка_1372-14	1918-1990_головка_1373-14	головка	4.0	[4, 4, 4]
1700-1916_головка_1370-14	1918-1990_головка_1371-14	головка	1.0	[1, 1, 2]
1700-1916_головка_1356-16	1992-2016_головка_1357-16	головка	4.0	[4, 4, 4]
1700-1916_головка_1354-16	1992-2016_головка_1355-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1354-14	1918-1990_головка_1355-14	головка	1.0	[2, 1, 1]
1700-1916_головка_1352-16	1992-2016_головка_1353-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1378-14	1918-1990_головка_1379-14	головка	1.0	[1, 1, 1]
1700-1916_головка_1376-14	1918-1990_головка_1377-14	головка	1.0	[1, 1, 1]
1700-1916_головка_1374-16	1992-2016_головка_1375-16	головка	4.0	[4, 4, 4]
1700-1916_головка_1334-14	1918-1990_головка_1335-14	головка	4.0	[4, 4, 4]
1700-1916_головка_1336-14	1918-1990_головка_1337-14	головка	4.0	[4, 4, 4]
1700-1916_головка_1336-16	1992-2016_головка_1337-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1340-14	1918-1990_головка_1341-14	головка	1.0	[1, 1, 1]
1700-1916_головка_1380-14	1918-1990_головка_1381-14	головка	1.0	[1, 2, 1]
1700-1916_головка_1340-16	1992-2016_головка_1341-16	головка	4.0	[4, 4, 4]
1700-1916_головка_1342-16	1992-2016_головка_1343-16	головка	4.0	[4, 4, 4]
1700-1916_головка_1344-14	1918-1990_головка_1345-14	головка	4.0	[4, 4, 4]
1700-1916_головка_1344-16	1992-2016_головка_1345-16	головка	4.0	[4, 3, 4]
1700-1916_головка_1346-14	1918-1990_головка_1347-14	головка	1.0	[1, 1, 1]
1700-1916_головка_1346-16	1992-2016_головка_1347-16	головка	1.0	[1, 2, 1]
1700-1916_головка_1348-14	1918-1990_головка_1349-14	головка	1.0	[1, 1, 1]
1700-1916_головка_1350-14	1918-1990_головка_1351-14	головка	1.0	[1, 1, 1]
1700-1916_головка_1342-14	1918-1990_головка_1343-14	головка	1.0	[1, 1, 1]
1918-1990_головка_1396-15	1992-2016_головка_1397-15	головка	1.0	[1, 1, 1]
1700-1916_головка_1382-16	1992-2016_головка_1383-16	головка	4.0	[4, 4, 4]
1700-1916_головка_1394-16	1992-2016_головка_1395-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1394-16	1918-1990_головка_1365-14	головка	4.0	[4, 4, 4]
1700-1916_головка_1392-16	1992-2016_головка_1393-16	головка	3.0	[3, 3, 4]
1700-1916_головка_1392-14	1918-1990_головка_1393-14	головка	1.0	[2, 1, 1]
1700-1916_головка_1390-16	1992-2016_головка_1391-16	головка	1.0	[1, 2, 1]
1700-1916_головка_1390-14	1918-1990_головка_1391-14	головка	4.0	[4, 4, 4]
1700-1916_головка_1386-16	1992-2016_головка_1387-16	головка	1.0	[1, 1, 1]
1700-1916_головка_1386-14	1918-1990_головка_1387-14	головка	1.0	[1, 1, 1]
1700-1916_головка_1384-14	1918-1990_головка_1385-14	головка	1.0	[1, 1, 1]
1700-1916_головка_1384-16	1992-2016_головка_1351-15	головка	1.0	[1, 1, 2]
гололед-12-13	гололед-13-13	гололед	4.0	[4, 4, 4, 4, 3]
гололед-88-13	гололед-89-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-14-13	гололед-15-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-20-13	гололед-21-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-18-13	гололед-19-13	гололед	4.0	[4, 4, 3, 4, 4]
гололед-2-13	гололед-3-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-118-13	гололед-119-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-16-13	гололед-17-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-114-13	гололед-115-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-106-13	гололед-107-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-108-13	гололед-109-13	гололед	4.0	[4, 4, 4, 3, 4]
гололед-22-13	гололед-23-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-104-13	гололед-105-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-102-13	гололед-103-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-100-13	гололед-101-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-10-13	гололед-11-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-0-13	гололед-1-13	гололед	4.0	[4, 4, 4, 4, 3]
гололед-112-13	гололед-113-13	гололед	4.0	[4, 4, 4, 4, 3]
гололед-94-13	гололед-95-13	гололед	4.0	[4, 4, 4, 4, 4]
гололед-26-13	гололед-27-13	гололед	4.0	[3, 4, 4, 4, 3]
гололед-30-13	гололед-31-13	гололед	4.0	[4, 4, 4, 4, 3]
