identifier1	identifier2	lemma	median_cleaned	judgments
bib13506739_18031205_144030_278_0002_alto.xml-3-15	bib15760690_18950313_145050_41_0003_alto.xml-104-48	blockera	4.0	[4, 4, 4]
bib11653811_19020430_145317_64_0004_alto.xml-53-4	bib11653828_18270210_144028_34_0002_alto.xml-11-6	blockera	3.0	[2, 3, 3]
bib11653811_18970306_145317_36_0003_alto.xml-82-61	bib19227291_18250119_145289_3_0002_alto.xml-23-3	blockera	4.0	[4, 4]
bib11653811_18970306_145317_36_0003_alto.xml-82-61	bib19349359_18950928_148383_115_0004_alto.xml-110-5	blockera	4.0	[4, 4]
bib15873371_18950403_145112_91_0002_alto.xml-107-17	bib19277277_18950121_147683_20_0006_alto.xml-30-10	blockera	4.0	[4, 4]
bib11653823_18230507_144010_104_0002_alto.xml-5-0	bib19227291_18250119_145289_3_0002_alto.xml-23-3	blockera	4.0	[4, 3, 4]
bib15650814_18950902_146365_204_0004_alto.xml-83-47	bib19225772_18140518_148004_56_0001_alto.xml-5-28	blockera	4.0	[4, 4, 4]
bib11653811_18980613_145317_89_0002_alto.xml-25-30	bib19225772_18030826_148004_98_0003_alto.xml-8-2	blockera	4.0	[4, 4]
bib15650814_18950902_146365_204_0004_alto.xml-83-47	bib19277346_18240306_147394_10_0004_alto.xml-0-1	blockera	4.0	[4, 4]
bib11653815_18970412_146944_42_0003_alto.xml-72-14	bib19520388_18050529_147487_22_0003_alto.xml-1-3	blockera	4.0	[4, 4]
bib15650837_18230409_146391_28_0002_alto.xml-8-10	bib19225772_18140518_148004_56_0001_alto.xml-5-28	blockera	4.0	[4, 4, 4]
bib15650837_18230723_146391_58_0002_alto.xml-10-9	bib19223423_18230709_145063_55_0001_alto.xml-8-3	blockera	4.0	[4, 4]
bib15650837_18230723_146391_58_0002_alto.xml-10-9	bib19225758_18950130_144022_25_0002_alto.xml-65-31	blockera	4.0	[4, 4]
bib11653815_18970412_146944_42_0003_alto.xml-70-25	bib19223423_18030720_145063_57_0002_alto.xml-8-21	blockera	4.0	[4, 4]
bib11653811_18981118_145317_178_0004_alto.xml-55-10	bib19277346_18240306_147394_10_0004_alto.xml-0-1	blockera	4.0	[3, 4, 4]
bib11653811_18981118_145317_178_0004_alto.xml-55-10	bib15873371_18950222_145112_52_0003_alto.xml-212-25	blockera	4.0	[4, 4]
bib11653811_18981118_145317_178_0004_alto.xml-55-10	bib11653828_18290504_144028_101_0004_alto.xml-9-28	blockera	4.0	[4, 3, 4]
bib11653811_18981118_145317_178_0004_alto.xml-55-10	bib11653828_18281003_144028_226_0003_alto.xml-5-13	blockera	4.0	[4, 4]
bib11653811_18981118_145317_178_0004_alto.xml-55-10	bib11653828_18260530_144028_122_0002_alto.xml-8-26	blockera	4.0	[4, 4]
bib11653811_18981118_145317_178_0004_alto.xml-55-10	bib11653825_18060329_145134_38_0002_alto.xml-13-19	blockera	4.0	[4, 4]
bib13506739_18060609_144030_129_0002_alto.xml-13-21	bib19225758_18950727_144022_172_0002_alto.xml-51-8	blockera	4.0	[4, 4]
bib15869824_18950323_145700_24_0002_alto.xml-9-7	bib19225772_18020212_148004_17_0001_alto.xml-1-18	blockera	4.0	[4, 4, 4]
bib15650837_18950119_146391_16_0006_alto.xml-109-9	bib19520388_18050529_147487_22_0003_alto.xml-1-3	blockera	4.0	[4, 4]
bib11653811_18980427_145317_63_0003_alto.xml-83-5	bib15760690_18950313_145050_41_0003_alto.xml-104-48	blockera	4.0	[4, 4, 4]
bib11653811_18980504_145317_67_0003_alto.xml-61-10	bib11653830_18950211_146968_18_0004_alto.xml-12-18	blockera	4.0	[4, 4]
bib11653811_18980504_145317_67_0003_alto.xml-61-10	bib19227291_18250119_145289_3_0002_alto.xml-23-3	blockera	4.0	[4, 4, 4]
bib11653811_18980513_145317_72_0003_alto.xml-94-23	bib11653838_19030814_147024_33_0002_alto.xml-168-2	blockera	3.0	[2, 3, 3]
bib11653811_18980611_145317_88_0003_alto.xml-10-43	bib11653830_18971101_146968_87_0003_alto.xml-52-38	blockera	4.0	[4, 4]
bib11653811_18980611_145317_88_0003_alto.xml-10-43	bib15650837_18041103_146391_88_0002_alto.xml-1-8	blockera	4.0	[4, 4]
bib11653811_18980611_145317_88_0003_alto.xml-10-43	bib15873371_18950131_145112_30_0002_alto.xml-138-24	blockera	4.0	[4, 4]
bib11653811_18980613_145317_89_0002_alto.xml-25-30	bib11653811_18981118_145317_178_0004_alto.xml-55-10	blockera	4.0	[4, 4]
bib15650837_18281022_146391_85_0001_alto.xml-4-37	bib15975087_18950202_145596_19_0002_alto.xml-39-47	blockera	4.0	[4, 4]
bib15650837_18290808_146391_63_0001_alto.xml-9-10	bib19520388_17990220_147487_8_0003_alto.xml-2-7	blockera	4.0	[4, 4]
bib11653811_18980613_145317_89_0002_alto.xml-25-30	bib11653823_18270510_144010_108_0002_alto.xml-6-5	blockera	4.0	[4, 4]
bib11653811_18980613_145317_89_0002_alto.xml-25-30	bib11653828_18290504_144028_101_0004_alto.xml-9-28	blockera	4.0	[4, 4]
bib11653811_18980613_145317_89_0002_alto.xml-25-30	bib15650837_18010919_146391_75_0001_alto.xml-3-9	blockera	4.0	[4, 4]
bib11653815_18970707_146944_76_0002_alto.xml-116-14	bib15760690_18950313_145050_41_0003_alto.xml-104-48	blockera	4.0	[4, 4]
bib11653811_18990220_145317_28_0004_alto.xml-97-16	bib15978012_18950131_148361_26_0003_alto.xml-31-7	blockera	4.0	[4, 4]
bib15760600_18950521_146401_60_0002_alto.xml-37-41	bib15978012_18950131_148361_26_0003_alto.xml-31-7	blockera	3.0	[3, 3, 3]
bib11653811_18990310_145317_38_0002_alto.xml-63-8	bib11653830_18970923_146968_76_0003_alto.xml-131-22	blockera	3.0	[3, 3]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib19277349_18950131_147403_15_0004_alto.xml-10-5	blockera	4.0	[4, 4]
bib11653811_18970319_145317_43_0003_alto.xml-31-3	bib19277349_18950131_147403_15_0004_alto.xml-10-5	blockera	4.0	[4, 4]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib19227462_18950321_147640_68_0002_alto.xml-245-6	blockera	4.0	[4, 4]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib19225772_18120818_148004_92_0004_alto.xml-1-20	blockera	4.0	[4, 4, 4]
bib11653811_18960720_145317_109_0002_alto.xml-6-41	bib19225772_18110312_148004_29_0001_alto.xml-15-4	blockera	4.0	[4, 4]
bib11653811_18960720_145317_109_0002_alto.xml-6-41	bib11653830_18950729_146968_85_0003_alto.xml-72-2	blockera	4.0	[4, 4]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib19225772_17980427_148003_33_0001_alto.xml-12-21	blockera	4.0	[4, 4]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib19223423_18230709_145063_55_0001_alto.xml-8-3	blockera	4.0	[4, 4, 4, 4]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib19223423_18030720_145063_57_0002_alto.xml-8-21	blockera	4.0	[4, 4, 4]
bib15650835_18951004_146472_83_0003_alto.xml-260-6	bib19227291_18140512_145289_19_0001_alto.xml-8-7	blockera	4.0	[4, 4]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib11653830_18970324_146968_24_0002_alto.xml-36-3	blockera	4.0	[4, 4, 4]
bib11653811_18980613_145317_89_0002_alto.xml-25-30	bib15975090_18950427_148377_50_0003_alto.xml-110-35	blockera	4.0	[4, 4]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib11653825_18000605_145134_59_0003_alto.xml-5-10	blockera	4.0	[4, 4]
bib15650814_18950902_146365_204_0004_alto.xml-83-47	bib19277277_18950128_147683_27_0007_alto.xml-125-3	blockera	4.0	[4, 4, 4]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib11653823_18260608_144010_130_0002_alto.xml-14-57	blockera	4.0	[4, 4, 3]
bib15760690_18950313_145050_41_0003_alto.xml-104-48	bib19349359_18950928_148383_115_0004_alto.xml-110-5	blockera	4.0	[4, 4]
bib15760690_18950313_145050_41_0003_alto.xml-104-48	bib19349359_18950907_148383_106_0004_alto.xml-129-27	blockera	4.0	[4, 4]
bib15760690_18950313_145050_41_0003_alto.xml-104-48	bib19277349_18950323_147403_39_0004_alto.xml-40-9	blockera	4.0	[4, 4]
bib15760690_18950313_145050_41_0003_alto.xml-104-48	bib19225772_18050710_148004_77_0001_alto.xml-1-3	blockera	4.0	[4, 4]
bib15650837_18010919_146391_75_0001_alto.xml-3-9	bib15650837_18281022_146391_85_0001_alto.xml-4-37	blockera	4.0	[4, 4]
bib15760690_18950213_145050_25_0003_alto.xml-6-22	bib19225772_18130820_148004_95_0002_alto.xml-5-18	blockera	4.0	[4, 3, 4]
bib15760690_18950213_145050_25_0003_alto.xml-6-22	bib19225772_18040725_148004_85_0001_alto.xml-3-2	blockera	4.0	[4, 4]
bib15650837_18010919_146391_75_0001_alto.xml-3-9	bib15873371_18950403_145112_91_0002_alto.xml-107-17	blockera	4.0	[4, 4]
bib15760600_18950521_146401_60_0002_alto.xml-37-41	bib19225772_18140907_148004_102_0001_alto.xml-2-6	blockera	4.0	[4, 4]
bib15650837_18010919_146391_75_0001_alto.xml-3-9	bib19277346_18240306_147394_10_0004_alto.xml-0-1	blockera	4.0	[4, 4]
bib15650837_18010919_146391_75_0001_alto.xml-3-9	bib19277349_18950430_147403_55_0004_alto.xml-56-7	blockera	4.0	[4, 4]
bib15650837_18041103_146391_88_0002_alto.xml-1-8	bib19277346_18240306_147394_10_0004_alto.xml-0-1	blockera	4.0	[4, 4]
bib11653811_18990310_145317_38_0002_alto.xml-63-8	bib15650814_18950902_146365_204_0004_alto.xml-83-47	blockera	4.0	[4, 4]
bib11653811_18990623_145317_94_0005_alto.xml-37-9	bib19227291_18960721_145289_87_0002_alto.xml-68-39	blockera	4.0	[4, 4]
bib11653823_18210915_144010_216_0003_alto.xml-7-17	bib11653828_18270210_144028_34_0002_alto.xml-11-6	blockera	4.0	[4, 4]
bib15975087_18950202_145596_19_0002_alto.xml-39-47	bib19225772_18140518_148004_56_0001_alto.xml-5-28	blockera	4.0	[4, 4]
bib11653825_18060517_145134_60_0003_alto.xml-3-12	bib19225758_18950102_144022_1_0002_alto.xml-230-0	blockera	4.0	[4, 4]
bib11653828_18130717_144028_162_0002_alto.xml-0-7	bib19277346_18240306_147394_10_0004_alto.xml-0-1	blockera	4.0	[4, 3, 4]
bib11653828_18260530_144028_122_0002_alto.xml-8-26	bib15873371_18950403_145112_91_0002_alto.xml-107-17	blockera	4.0	[4, 4]
bib11653828_18260530_144028_122_0002_alto.xml-8-26	bib15873371_18950222_145112_52_0003_alto.xml-212-25	blockera	4.0	[4, 4]
bib11653828_18260530_144028_122_0002_alto.xml-8-26	bib15650837_18281022_146391_85_0001_alto.xml-4-37	blockera	4.0	[4, 4]
bib11653828_18260530_144028_122_0002_alto.xml-8-26	bib15650814_18950902_146365_204_0004_alto.xml-83-47	blockera	4.0	[4, 4]
bib11653790_18970326_145648_24_0003_alto.xml-63-4	bib19225758_18950727_144022_172_0002_alto.xml-51-8	blockera	4.0	[4, 4]
bib11653790_18970316_145648_21_0004_alto.xml-17-20	bib19225772_18130820_148004_95_0002_alto.xml-5-18	blockera	4.0	[4, 4]
bib11653828_18130717_144028_162_0002_alto.xml-0-7	bib19225772_18030826_148004_98_0003_alto.xml-8-2	blockera	4.0	[4, 4]
bib11653828_18130717_144028_162_0002_alto.xml-0-7	bib15869824_18950323_145700_24_0002_alto.xml-9-7	blockera	4.0	[4, 4]
bib11653825_18060602_145134_68_0003_alto.xml-15-4	bib19225772_18020212_148004_17_0001_alto.xml-1-18	blockera	4.0	[4, 4]
bib11653790_18970316_145648_21_0004_alto.xml-17-20	bib19223423_18290603_145063_44_0001_alto.xml-9-8	blockera	4.0	[4, 4, 4]
bib11653825_18060602_145134_68_0003_alto.xml-15-4	bib19225772_17961115_148003_91_0001_alto.xml-4-26	blockera	4.0	[4, 4]
bib11653825_18060602_145134_68_0003_alto.xml-15-4	bib15650837_18010919_146391_75_0001_alto.xml-3-9	blockera	4.0	[4, 4]
bib11653825_18060602_145134_68_0003_alto.xml-15-4	bib11653830_18980418_146968_30_0003_alto.xml-6-33	blockera	4.0	[4, 4]
bib11653825_18060602_145134_68_0003_alto.xml-15-4	bib11653828_18240508_144028_106_0004_alto.xml-10-50	blockera	4.0	[4, 4]
bib11653825_18060517_145134_60_0003_alto.xml-3-12	bib19225772_18020212_148004_17_0001_alto.xml-1-18	blockera	4.0	[4, 4]
bib11653825_18000125_145134_10_0003_alto.xml-2-12	bib11653828_18270210_144028_34_0002_alto.xml-11-6	blockera	4.0	[4, 4, 4]
bib11653825_18000310_145134_26_0002_alto.xml-12-6	bib19277349_18950430_147403_55_0004_alto.xml-56-7	blockera	4.0	[4, 4, 4]
bib11653825_18000405_145134_37_0002_alto.xml-14-3	bib19225772_17931231_148003_103_0002_alto.xml-5-6	blockera	4.0	[4, 4]
bib15975090_18950427_148377_50_0003_alto.xml-110-35	bib19225772_17981113_148003_90_0002_alto.xml-4-16	blockera	4.0	[4, 4]
bib11653825_18001027_145134_118_0001_alto.xml-4-43	bib19225772_17960726_148003_59_0003_alto.xml-1-1	blockera	4.0	[4, 4]
bib15975090_18950427_148377_50_0003_alto.xml-110-35	bib19225758_18950102_144022_1_0002_alto.xml-230-0	blockera	4.0	[4, 4]
bib11653828_18260530_144028_122_0002_alto.xml-8-26	bib19225772_18020212_148004_17_0001_alto.xml-1-18	blockera	4.0	[4, 4]
bib11653790_18981115_145648_88_0003_alto.xml-110-7	bib11653811_19010222_145317_30_0003_alto.xml-37-23	blockera	2.0	[2, 2]
bib11653790_18981115_145648_88_0003_alto.xml-110-7	bib11653790_18990613_145648_45_0003_alto.xml-118-20	blockera	4.0	[4, 4, 3]
bib11653828_18270210_144028_34_0002_alto.xml-11-6	bib19227291_18970223_145289_23_0003_alto.xml-59-16	blockera	4.0	[4, 4]
bib11653830_18980418_146968_30_0003_alto.xml-6-33	bib15873371_18950403_145112_91_0002_alto.xml-107-17	blockera	4.0	[4, 4]
bib11653825_18060104_145134_2_0002_alto.xml-20-19	bib19227291_18250119_145289_3_0002_alto.xml-23-3	blockera	4.0	[4, 4]
bib11653830_18980418_146968_30_0003_alto.xml-6-33	bib15650837_18230409_146391_28_0002_alto.xml-8-10	blockera	4.0	[4, 4]
bib15975087_18950202_145596_19_0002_alto.xml-39-47	bib19225758_18950102_144022_1_0002_alto.xml-230-0	blockera	4.0	[4, 4]
bib19223423_18230709_145063_55_0001_alto.xml-8-3	bib19225758_18950216_144022_40_0012_alto.xml-47-5	blockera	4.0	[4, 4]
bib19223423_18230709_145063_55_0001_alto.xml-8-3	bib19225758_18950130_144022_25_0002_alto.xml-65-31	blockera	4.0	[4, 4]
bib11653790_18980524_145648_39_0003_alto.xml-121-39	bib11653828_18270210_144028_34_0002_alto.xml-11-6	blockera	4.0	[4, 4]
bib11653828_18270210_144028_34_0002_alto.xml-11-6	bib15978012_18950425_148361_95_0003_alto.xml-53-6	blockera	4.0	[4, 4]
bib11653830_18971101_146968_87_0003_alto.xml-52-38	bib19277346_18240306_147394_10_0004_alto.xml-0-1	blockera	4.0	[4, 4, 4]
bib11653830_18971101_146968_87_0003_alto.xml-52-38	bib15975090_18950427_148377_50_0003_alto.xml-110-35	blockera	4.0	[4, 4, 3]
bib11653830_18971101_146968_87_0003_alto.xml-52-38	bib11653838_19000105_147024_1_0001_alto.xml-70-8	blockera	4.0	[4, 4]
bib19227291_18230820_145289_34_0002_alto.xml-12-10	bib19277277_18950128_147683_27_0007_alto.xml-125-3	blockera	4.0	[4, 4, 4]
bib19227291_18230820_145289_34_0002_alto.xml-12-10	bib19277349_18950430_147403_55_0004_alto.xml-56-7	blockera	4.0	[4, 4]
bib19227291_18250119_145289_3_0002_alto.xml-23-3	bib19520388_17990220_147487_8_0003_alto.xml-2-7	blockera	4.0	[4, 4]
bib11653828_18260530_144028_122_0002_alto.xml-8-26	bib19277349_18950430_147403_55_0004_alto.xml-56-7	blockera	4.0	[4, 4]
bib11653828_18260530_144028_122_0002_alto.xml-8-26	bib19225772_18140518_148004_56_0001_alto.xml-5-28	blockera	4.0	[4, 4]
bib11653828_18260530_144028_122_0002_alto.xml-8-26	bib15975090_18950427_148377_50_0003_alto.xml-110-35	blockera	4.0	[4, 4, 4]
bib19225758_18950216_144022_40_0012_alto.xml-47-5	bib19227462_18950321_147640_68_0002_alto.xml-245-6	blockera	4.0	[4, 4]
bib11653825_18001030_145134_119_0001_alto.xml-2-46	bib15760690_18950313_145050_41_0003_alto.xml-104-48	blockera	4.0	[4, 4]
bib11653825_18010716_145134_83_0003_alto.xml-2-23	bib19223423_18010718_145063_58_0002_alto.xml-9-13	blockera	4.0	[4, 4]
bib11653830_18950729_146968_85_0003_alto.xml-72-2	bib19225772_18140729_148004_85_0001_alto.xml-6-4	blockera	4.0	[4, 4]
bib11653830_18950729_146968_85_0003_alto.xml-72-2	bib19223423_18230709_145063_55_0001_alto.xml-8-3	blockera	4.0	[4, 4]
bib11653828_18260530_144028_122_0002_alto.xml-8-26	bib11653838_19000105_147024_1_0001_alto.xml-70-8	blockera	4.0	[3, 4, 4]
bib11653825_18031205_145134_142_0001_alto.xml-1-17	bib19223423_18030720_145063_57_0002_alto.xml-8-21	blockera	4.0	[4, 4, 4]
bib11653825_18040206_145134_16_0002_alto.xml-13-15	bib19225772_17940207_148003_11_0001_alto.xml-1-17	blockera	4.0	[4, 4]
bib11653825_18040901_145134_105_0003_alto.xml-8-11	bib15760600_18950521_146401_60_0002_alto.xml-37-41	blockera	4.0	[4, 4]
bib11653830_18950729_146968_85_0003_alto.xml-72-2	bib15978012_18950425_148361_95_0003_alto.xml-53-6	blockera	4.0	[4, 4, 4]
bib11653790_18970316_145648_21_0004_alto.xml-17-20	bib11653811_18970306_145317_36_0003_alto.xml-82-61	blockera	4.0	[4, 4]
bib11653825_18060329_145134_38_0002_alto.xml-13-19	bib11653828_18130717_144028_162_0002_alto.xml-0-7	blockera	4.0	[4, 4]
bib11653830_18950729_146968_85_0003_alto.xml-72-2	bib15873371_18950321_145112_79_0003_alto.xml-70-33	blockera	4.0	[4, 4, 4]
bib11653830_18950729_146968_85_0003_alto.xml-72-2	bib15760690_18950313_145050_41_0003_alto.xml-104-48	blockera	4.0	[4, 4]
bib11653825_18050620_145134_73_0003_alto.xml-7-27	bib11653828_18280312_144028_61_0004_alto.xml-11-1	blockera	4.0	[4, 4]
bib11653825_18050708_145134_81_0003_alto.xml-8-4	bib11653828_18280312_144028_61_0004_alto.xml-11-1	blockera	4.0	[4, 4]
bib11653830_18950729_146968_85_0003_alto.xml-72-2	bib15650837_18950129_146391_24_0003_alto.xml-134-31	blockera	4.0	[4, 4]
bib11653830_18950729_146968_85_0003_alto.xml-72-2	bib11653838_19021107_147024_45_0002_alto.xml-89-30	blockera	4.0	[4, 4]
bib11653825_18050923_145134_114_0002_alto.xml-10-13	bib19225772_17931231_148003_103_0002_alto.xml-5-6	blockera	4.0	[4, 4]
bib11653825_18050923_145134_114_0002_alto.xml-10-13	bib19227291_18970223_145289_23_0003_alto.xml-59-16	blockera	4.0	[4, 4]
bib11653825_18060329_145134_38_0002_alto.xml-13-19	bib11653825_18060517_145134_60_0003_alto.xml-3-12	blockera	4.0	[4, 4]
bib11653825_18060104_145134_2_0002_alto.xml-20-19	bib19520388_18041226_147487_52_0006_alto.xml-1-33	blockera	4.0	[4, 4]
bib15978012_18950321_148361_68_0003_alto.xml-30-10	bib19277346_18170712_147394_28_0002_alto.xml-5-4	blockera	4.0	[4, 4]
bib11653825_18001030_145134_119_0001_alto.xml-2-46	bib19223423_18010718_145063_58_0002_alto.xml-9-13	blockera	4.0	[4, 4]
bib11653830_18950729_146968_85_0003_alto.xml-72-2	bib19227291_18250119_145289_3_0002_alto.xml-23-3	blockera	3.0	[3, 3]
bib11653825_18060329_145134_38_0002_alto.xml-13-19	bib15650837_18230409_146391_28_0002_alto.xml-8-10	blockera	4.0	[4, 4]
bib11653790_18970316_145648_21_0004_alto.xml-17-20	bib15760690_18950313_145050_41_0003_alto.xml-104-48	blockera	4.0	[4, 4]
bib19223423_18031123_145063_93_0002_alto.xml-9-7	bib19225772_18040725_148004_85_0001_alto.xml-3-2	blockera	4.0	[4, 4]
bib11653790_18970316_145648_21_0004_alto.xml-17-20	bib11653811_19010322_145317_46_0003_alto.xml-29-16	blockera	4.0	[4, 4]
bib19223423_18030720_145063_57_0002_alto.xml-8-21	bib19349359_18950907_148383_106_0004_alto.xml-129-27	blockera	4.0	[4, 4]
bib11653825_18011224_145134_152_0002_alto.xml-3-133	bib11653830_18950729_146968_85_0003_alto.xml-72-2	blockera	4.0	[4, 4]
bib11653825_18060517_145134_60_0003_alto.xml-3-12	bib15869824_18950323_145700_24_0002_alto.xml-9-7	blockera	4.0	[4, 4]
bib11653825_18011224_145134_152_0002_alto.xml-3-133	bib19223423_18230709_145063_55_0001_alto.xml-8-3	blockera	4.0	[4, 4]
bib11653825_18060517_145134_60_0003_alto.xml-3-12	bib15650837_18281022_146391_85_0001_alto.xml-4-37	blockera	4.0	[4, 4, 4]
bib11653825_18060517_145134_60_0003_alto.xml-3-12	bib11653828_18290504_144028_101_0004_alto.xml-9-28	blockera	4.0	[4, 4]
bib11653825_18060517_145134_60_0003_alto.xml-3-12	bib11653828_18281003_144028_226_0003_alto.xml-5-13	blockera	4.0	[4, 4, 3]
bib11653825_18060517_145134_60_0003_alto.xml-3-12	bib11653828_18240508_144028_106_0004_alto.xml-10-50	blockera	4.0	[4, 4]
bib11653825_18060329_145134_38_0002_alto.xml-13-19	bib19277277_18950128_147683_27_0007_alto.xml-125-3	blockera	4.0	[4, 4]
bib11653825_18060329_145134_38_0002_alto.xml-13-19	bib19227462_18950211_147640_35_0004_alto.xml-2-4	blockera	4.0	[4, 4]
bib11653825_18060329_145134_38_0002_alto.xml-13-19	bib19227291_18230820_145289_34_0002_alto.xml-12-10	blockera	4.0	[4, 4]
bib11653825_18060329_145134_38_0002_alto.xml-13-19	bib19225772_17961115_148003_91_0001_alto.xml-4-26	blockera	4.0	[4, 4]
bib19223423_18010718_145063_58_0002_alto.xml-9-13	bib19520388_17990904_147487_36_0002_alto.xml-0-14	blockera	4.0	[4, 4]
bib19223423_18010718_145063_58_0002_alto.xml-9-13	bib19225772_18120818_148004_92_0004_alto.xml-1-20	blockera	4.0	[4, 4]
bib11653790_18970316_145648_21_0004_alto.xml-17-20	bib11653811_18970312_145317_39_0004_alto.xml-72-7	blockera	4.0	[4, 4]
bib19223423_18010502_145063_36_0002_alto.xml-8-7	bib19223423_18031123_145063_93_0002_alto.xml-9-7	blockera	4.0	[4, 4]
bib11653825_18060329_145134_38_0002_alto.xml-13-19	bib15650837_18041103_146391_88_0002_alto.xml-1-8	blockera	4.0	[4, 4]
bib11653825_18180515_145134_56_0002_alto.xml-6-1	bib15869824_18950323_145700_24_0002_alto.xml-9-7	blockera	4.0	[4, 4]
bib19223423_18230709_145063_55_0001_alto.xml-8-3	bib19349359_18950907_148383_106_0004_alto.xml-129-27	blockera	4.0	[4, 4]
bib11653828_18281003_144028_226_0003_alto.xml-5-13	bib19225772_18020212_148004_17_0001_alto.xml-1-18	blockera	3.0	[3, 3]
bib11653823_18260608_144010_130_0002_alto.xml-14-57	bib19277349_18950430_147403_55_0004_alto.xml-56-7	blockera	4.0	[4, 4, 4]
bib19225772_18030826_148004_98_0003_alto.xml-8-2	bib19277277_18950121_147683_20_0006_alto.xml-30-10	blockera	4.0	[4, 4]
bib19225772_17961223_148003_102_0001_alto.xml-8-5	bib19277277_18950121_147683_20_0006_alto.xml-30-10	blockera	4.0	[4, 4]
bib19225772_17961115_148003_91_0001_alto.xml-4-26	bib19225772_18020212_148004_17_0001_alto.xml-1-18	blockera	4.0	[4, 4]
bib19225772_18140907_148004_102_0001_alto.xml-2-6	bib19349359_18950907_148383_106_0004_alto.xml-129-27	blockera	4.0	[4, 4]
bib11653838_19021107_147024_45_0002_alto.xml-89-30	bib19227291_18250119_145289_3_0002_alto.xml-23-3	blockera	4.0	[4, 4]
bib19225772_17940401_148003_26_0002_alto.xml-8-6	bib19225772_18231125_148004_135_0002_alto.xml-2-56	blockera	4.0	[4, 4]
bib11653823_18260819_144010_191_0001_alto.xml-10-75	bib11653825_18050708_145134_81_0003_alto.xml-8-4	blockera	4.0	[4, 4]
bib11653828_18240508_144028_106_0004_alto.xml-10-50	bib19225772_18020212_148004_17_0001_alto.xml-1-18	blockera	4.0	[4, 4]
bib11653823_18260819_144010_191_0001_alto.xml-10-75	bib15760600_18950521_146401_60_0002_alto.xml-37-41	blockera	4.0	[4, 4]
bib11653828_18280312_144028_61_0004_alto.xml-11-1	bib19225772_18040725_148004_85_0001_alto.xml-3-2	blockera	4.0	[4, 4]
bib11653828_18280318_144028_66_0003_alto.xml-11-12	bib19225772_17980427_148003_33_0001_alto.xml-12-21	blockera	4.0	[4, 4]
bib11653790_18990613_145648_45_0003_alto.xml-118-20	bib19227306_18280722_147700_30_0001_alto.xml-2-30	blockera	2.0	[2, 2]
bib11653823_18270510_144010_108_0002_alto.xml-6-5	bib19277349_18950430_147403_55_0004_alto.xml-56-7	blockera	4.0	[3, 4, 4]
bib11653823_18270510_144010_108_0002_alto.xml-6-5	bib19225772_17961115_148003_91_0001_alto.xml-4-26	blockera	4.0	[4, 4]
bib11653823_18270510_144010_108_0002_alto.xml-6-5	bib15650837_18230409_146391_28_0002_alto.xml-8-10	blockera	4.0	[4, 4]
bib11653790_18990613_145648_45_0003_alto.xml-118-20	bib15873936_18960423_147385_47_0003_alto.xml-63-3	blockera	4.0	[4, 4]
bib11653790_18990613_145648_45_0003_alto.xml-118-20	bib11653811_19010304_145317_36_0002_alto.xml-59-14	blockera	4.0	[4, 4]
bib19225772_18110312_148004_29_0001_alto.xml-15-4	bib19277277_18950115_147683_14_0004_alto.xml-164-5	blockera	3.0	[3, 3]
bib11653828_18280318_144028_66_0003_alto.xml-11-12	bib19225772_17990621_148004_71_0001_alto.xml-1-3	blockera	4.0	[4, 4]
bib11653828_18240508_144028_106_0004_alto.xml-10-50	bib15975090_18950427_148377_50_0003_alto.xml-110-35	blockera	4.0	[4, 4]
bib11653790_18981115_145648_88_0003_alto.xml-110-7	bib11653811_19010304_145317_36_0002_alto.xml-59-14	blockera	4.0	[4, 4]
bib11653828_18281003_144028_226_0003_alto.xml-5-13	bib19225772_18040725_148004_85_0001_alto.xml-3-2	blockera	4.0	[4, 4, 4]
bib11653838_19011018_147024_42_0003_alto.xml-26-10	bib19223423_18030720_145063_57_0002_alto.xml-8-21	blockera	4.0	[4, 4]
bib19225772_18160227_148004_24_0001_alto.xml-10-10	bib19227291_18960721_145289_87_0002_alto.xml-68-39	blockera	4.0	[4, 4]
bib11653828_18280312_144028_61_0004_alto.xml-11-1	bib15978012_18950425_148361_95_0003_alto.xml-53-6	blockera	4.0	[4, 4]
bib19225772_17981113_148003_90_0002_alto.xml-4-16	bib19225772_18040725_148004_85_0001_alto.xml-3-2	blockera	4.0	[4, 3, 4]
bib19225772_17961115_148003_91_0001_alto.xml-4-26	bib19225772_17961223_148003_102_0001_alto.xml-8-5	blockera	4.0	[4, 4]
bib19225772_17981207_148003_97_0002_alto.xml-6-5	bib19225772_18010812_148004_91_0002_alto.xml-0-21	blockera	4.0	[4, 4]
bib11653825_18180515_145134_56_0002_alto.xml-6-1	bib15873371_18950222_145112_52_0003_alto.xml-212-25	blockera	3.0	[3, 3, 4]
bib11653790_18981115_145648_88_0003_alto.xml-110-7	bib15873936_18960423_147385_47_0003_alto.xml-63-3	blockera	4.0	[4, 4]
