identifier1	identifier2	lemma
modern_corpus_spanish-403526-1199	old_corpus_spanish-502749-362	despacho
modern_corpus_spanish-109032-827	old_corpus_spanish-464732-323	despacho
modern_corpus_spanish-109032-827	old_corpus_spanish-385399-325	despacho
modern_corpus_spanish-109032-827	old_corpus_spanish-24444-594	despacho
old_corpus_spanish-502749-362	old_corpus_spanish-560278-77	despacho
modern_corpus_spanish-109032-827	modern_corpus_spanish-95158-553	despacho
old_corpus_spanish-502749-362	old_corpus_spanish-519587-1071	despacho
modern_corpus_spanish-494443-539	modern_corpus_spanish-891517-169	despacho
modern_corpus_spanish-494437-510	modern_corpus_spanish-891517-169	despacho
modern_corpus_spanish-403525-1155	modern_corpus_spanish-494443-539	despacho
old_corpus_spanish-385399-325	old_corpus_spanish-464732-323	despacho
old_corpus_spanish-167917-228	old_corpus_spanish-502749-362	despacho
old_corpus_spanish-167917-228	old_corpus_spanish-519587-1071	despacho
modern_corpus_spanish-241337-341	old_corpus_spanish-464732-323	despacho
modern_corpus_spanish-105842-504	old_corpus_spanish-502749-362	despacho
modern_corpus_spanish-241337-341	old_corpus_spanish-67352-223	despacho
modern_corpus_spanish-494443-539	old_corpus_spanish-167917-228	despacho
modern_corpus_spanish-403493-985	modern_corpus_spanish-403526-1199	despacho
old_corpus_spanish-360970-273	old_corpus_spanish-591371-435	despacho
modern_corpus_spanish-403493-985	modern_corpus_spanish-494437-510	despacho
modern_corpus_spanish-403493-985	old_corpus_spanish-385399-325	despacho
modern_corpus_spanish-403493-985	old_corpus_spanish-464732-323	despacho
modern_corpus_spanish-403493-985	old_corpus_spanish-495959-772	despacho
modern_corpus_spanish-403493-985	old_corpus_spanish-560278-77	despacho
old_corpus_spanish-385399-325	old_corpus_spanish-560278-77	despacho
modern_corpus_spanish-403525-1155	modern_corpus_spanish-494437-510	despacho
old_corpus_spanish-385399-325	old_corpus_spanish-519587-1071	despacho
modern_corpus_spanish-403493-985	old_corpus_spanish-218209-874	despacho
old_corpus_spanish-261920-241	old_corpus_spanish-404651-227	despacho
modern_corpus_spanish-189647-322	modern_corpus_spanish-891517-169	despacho
modern_corpus_spanish-189647-322	old_corpus_spanish-464732-323	despacho
modern_corpus_spanish-274704-940	modern_corpus_spanish-403525-1155	despacho
modern_corpus_spanish-274704-940	modern_corpus_spanish-83716-487	despacho
modern_corpus_spanish-274704-940	old_corpus_spanish-24444-594	despacho
modern_corpus_spanish-104005-641	modern_corpus_spanish-403525-1155	despacho
modern_corpus_spanish-623377-748	modern_corpus_spanish-83716-487	despacho
modern_corpus_spanish-104005-641	modern_corpus_spanish-83733-655	despacho
modern_corpus_spanish-189647-322	modern_corpus_spanish-95158-553	despacho
modern_corpus_spanish-189647-322	old_corpus_spanish-43110-458	despacho
modern_corpus_spanish-891517-169	old_corpus_spanish-30675-491	despacho
modern_corpus_spanish-104005-641	old_corpus_spanish-167917-228	despacho
modern_corpus_spanish-83716-487	old_corpus_spanish-106517-621	despacho
modern_corpus_spanish-104005-641	old_corpus_spanish-495959-772	despacho
modern_corpus_spanish-20078-223	old_corpus_spanish-560278-77	despacho
modern_corpus_spanish-20078-223	old_corpus_spanish-385399-325	despacho
modern_corpus_spanish-20078-223	modern_corpus_spanish-207329-440	despacho
modern_corpus_spanish-104005-641	old_corpus_spanish-360970-273	despacho
modern_corpus_spanish-104005-641	old_corpus_spanish-385399-325	despacho
old_corpus_spanish-591371-435	old_corpus_spanish-67352-223	despacho
modern_corpus_spanish-189647-322	modern_corpus_spanish-241337-341	despacho
modern_corpus_spanish-189647-322	modern_corpus_spanish-403526-1199	despacho
old_corpus_spanish-591371-435	old_corpus_spanish-598473-355	despacho
modern_corpus_spanish-38932-317	old_corpus_spanish-218209-874	despacho
modern_corpus_spanish-83733-655	old_corpus_spanish-668586-512	despacho
modern_corpus_spanish-83733-655	old_corpus_spanish-591371-435	despacho
modern_corpus_spanish-83733-655	old_corpus_spanish-519587-1071	despacho
modern_corpus_spanish-83733-655	old_corpus_spanish-360970-273	despacho
modern_corpus_spanish-83716-487	old_corpus_spanish-668586-512	despacho
modern_corpus_spanish-83716-487	old_corpus_spanish-43110-458	despacho
modern_corpus_spanish-83716-487	old_corpus_spanish-30675-491	despacho
modern_corpus_spanish-95158-553	old_corpus_spanish-261920-241	despacho
modern_corpus_spanish-95158-553	old_corpus_spanish-464732-323	despacho
modern_corpus_spanish-189647-322	modern_corpus_spanish-83716-487	despacho
modern_corpus_spanish-104005-641	modern_corpus_spanish-403493-985	despacho
old_corpus_spanish-106517-621	old_corpus_spanish-404651-227	despacho
old_corpus_spanish-106517-621	old_corpus_spanish-464732-323	despacho
old_corpus_spanish-106517-621	old_corpus_spanish-598473-355	despacho
modern_corpus_spanish-95158-553	old_corpus_spanish-519587-1071	despacho
old_corpus_spanish-560278-77	old_corpus_spanish-598473-355	despacho
old_corpus_spanish-668586-512	old_corpus_spanish-67352-223	despacho
modern_corpus_spanish-343553-509	old_corpus_spanish-16198-437	diligencia
old_corpus_spanish-242028-206	old_corpus_spanish-614676-262	diligencia
old_corpus_spanish-242028-206	old_corpus_spanish-572439-367	diligencia
modern_corpus_spanish-343553-509	old_corpus_spanish-572439-367	diligencia
modern_corpus_spanish-418885-573	old_corpus_spanish-242028-206	diligencia
modern_corpus_spanish-190026-950	modern_corpus_spanish-252109-672	diligencia
modern_corpus_spanish-190026-950	modern_corpus_spanish-418885-573	diligencia
old_corpus_spanish-571723-480	old_corpus_spanish-572439-367	diligencia
modern_corpus_spanish-690847-1094	modern_corpus_spanish-901799-327	diligencia
modern_corpus_spanish-690847-1094	old_corpus_spanish-305613-439	diligencia
old_corpus_spanish-216830-1003	old_corpus_spanish-232793-741	diligencia
modern_corpus_spanish-252109-672	old_corpus_spanish-378012-550	diligencia
modern_corpus_spanish-190026-950	old_corpus_spanish-232793-741	diligencia
modern_corpus_spanish-152220-523	old_corpus_spanish-280507-2844	diligencia
modern_corpus_spanish-486344-360	modern_corpus_spanish-690847-1094	diligencia
modern_corpus_spanish-252109-672	old_corpus_spanish-242028-206	diligencia
modern_corpus_spanish-418885-573	modern_corpus_spanish-690847-1094	diligencia
old_corpus_spanish-114960-330	old_corpus_spanish-242028-206	diligencia
old_corpus_spanish-114960-330	old_corpus_spanish-216830-1003	diligencia
old_corpus_spanish-305613-439	old_corpus_spanish-377502-672	diligencia
old_corpus_spanish-280507-2844	old_corpus_spanish-378012-550	diligencia
modern_corpus_spanish-418885-573	old_corpus_spanish-114960-330	diligencia
modern_corpus_spanish-443211-259	modern_corpus_spanish-546058-647	diligencia
old_corpus_spanish-16198-437	old_corpus_spanish-41130-189	diligencia
modern_corpus_spanish-260203-513	old_corpus_spanish-242028-206	diligencia
modern_corpus_spanish-443211-259	old_corpus_spanish-575627-501	diligencia
modern_corpus_spanish-14210-576	old_corpus_spanish-337274-836	diligencia
modern_corpus_spanish-152220-523	modern_corpus_spanish-418885-573	diligencia
modern_corpus_spanish-14210-576	old_corpus_spanish-16198-437	diligencia
modern_corpus_spanish-14210-576	old_corpus_spanish-114960-330	diligencia
modern_corpus_spanish-260203-513	old_corpus_spanish-571723-480	diligencia
modern_corpus_spanish-467078-539	old_corpus_spanish-599028-315	diligencia
modern_corpus_spanish-546058-647	old_corpus_spanish-378012-550	diligencia
modern_corpus_spanish-278357-982	old_corpus_spanish-232793-741	diligencia
modern_corpus_spanish-380164-295	old_corpus_spanish-232793-741	diligencia
modern_corpus_spanish-380164-295	old_corpus_spanish-216830-1003	diligencia
modern_corpus_spanish-380164-295	modern_corpus_spanish-418885-573	diligencia
modern_corpus_spanish-278357-982	modern_corpus_spanish-316502-1328	diligencia
modern_corpus_spanish-278357-982	modern_corpus_spanish-467078-539	diligencia
old_corpus_spanish-575627-501	old_corpus_spanish-614676-262	diligencia
old_corpus_spanish-377502-672	old_corpus_spanish-575627-501	diligencia
modern_corpus_spanish-278357-982	old_corpus_spanish-242028-206	diligencia
modern_corpus_spanish-278357-982	old_corpus_spanish-571723-480	diligencia
modern_corpus_spanish-190026-950	old_corpus_spanish-242028-206	diligencia
old_corpus_spanish-614676-262	old_corpus_spanish-94581-1196	diligencia
old_corpus_spanish-572439-367	old_corpus_spanish-599028-315	diligencia
modern_corpus_spanish-316502-1328	old_corpus_spanish-242028-206	diligencia
modern_corpus_spanish-380164-295	old_corpus_spanish-572439-367	diligencia
modern_corpus_spanish-5502-306	old_corpus_spanish-599028-315	diligencia
modern_corpus_spanish-486344-360	old_corpus_spanish-599028-315	diligencia
modern_corpus_spanish-408817-538	old_corpus_spanish-280507-2844	diligencia
modern_corpus_spanish-252109-672	modern_corpus_spanish-443211-259	diligencia
modern_corpus_spanish-252109-672	modern_corpus_spanish-380164-295	diligencia
modern_corpus_spanish-252109-672	modern_corpus_spanish-260203-513	diligencia
modern_corpus_spanish-486344-360	old_corpus_spanish-232793-741	diligencia
modern_corpus_spanish-467078-539	old_corpus_spanish-378012-550	diligencia
modern_corpus_spanish-408817-538	modern_corpus_spanish-443211-259	diligencia
modern_corpus_spanish-486344-360	modern_corpus_spanish-546058-647	diligencia
old_corpus_spanish-337274-836	old_corpus_spanish-377502-672	diligencia
modern_corpus_spanish-406422-966	modern_corpus_spanish-408817-538	diligencia
modern_corpus_spanish-406422-966	old_corpus_spanish-614676-262	diligencia
modern_corpus_spanish-486344-360	old_corpus_spanish-305613-439	diligencia
old_corpus_spanish-377502-672	old_corpus_spanish-572439-367	diligencia
modern_corpus_spanish-380164-295	old_corpus_spanish-575627-501	diligencia
modern_corpus_spanish-191322-201	old_corpus_spanish-245936-418	distribuir
modern_corpus_spanish-417150-411	old_corpus_spanish-680632-31	distribuir
modern_corpus_spanish-512715-355	modern_corpus_spanish-847044-524	distribuir
modern_corpus_spanish-512715-355	old_corpus_spanish-369384-144	distribuir
modern_corpus_spanish-514721-326	modern_corpus_spanish-520110-388	distribuir
modern_corpus_spanish-674589-525	old_corpus_spanish-192765-755	distribuir
modern_corpus_spanish-512715-355	old_corpus_spanish-94660-803	distribuir
modern_corpus_spanish-514721-326	old_corpus_spanish-245936-418	distribuir
modern_corpus_spanish-674589-525	old_corpus_spanish-194580-488	distribuir
modern_corpus_spanish-191322-201	modern_corpus_spanish-520110-388	distribuir
modern_corpus_spanish-288972-570	modern_corpus_spanish-574980-667	distribuir
modern_corpus_spanish-51064-169	old_corpus_spanish-511340-488	distribuir
modern_corpus_spanish-574980-667	old_corpus_spanish-458422-246	distribuir
modern_corpus_spanish-248092-565	modern_corpus_spanish-484755-264	distribuir
modern_corpus_spanish-484755-264	old_corpus_spanish-680632-31	distribuir
old_corpus_spanish-51937-867	old_corpus_spanish-680632-31	distribuir
modern_corpus_spanish-381190-1204	old_corpus_spanish-94632-616	distribuir
modern_corpus_spanish-275582-1228	old_corpus_spanish-680632-31	distribuir
old_corpus_spanish-192765-755	old_corpus_spanish-355327-1711	distribuir
old_corpus_spanish-194580-488	old_corpus_spanish-287055-644	distribuir
old_corpus_spanish-194580-488	old_corpus_spanish-680632-31	distribuir
modern_corpus_spanish-494687-940	modern_corpus_spanish-512715-355	distribuir
modern_corpus_spanish-270351-735	old_corpus_spanish-666539-419	distribuir
modern_corpus_spanish-191322-201	old_corpus_spanish-511340-488	distribuir
old_corpus_spanish-21346-767	old_corpus_spanish-239997-162	distribuir
modern_corpus_spanish-270351-735	modern_corpus_spanish-381190-1204	distribuir
modern_corpus_spanish-248092-565	old_corpus_spanish-194580-488	distribuir
old_corpus_spanish-511340-488	old_corpus_spanish-680632-31	distribuir
modern_corpus_spanish-481276-824	old_corpus_spanish-666539-419	distribuir
modern_corpus_spanish-847044-524	old_corpus_spanish-287055-644	distribuir
old_corpus_spanish-239997-162	old_corpus_spanish-458422-246	distribuir
modern_corpus_spanish-481276-824	old_corpus_spanish-192765-755	distribuir
modern_corpus_spanish-417150-411	old_corpus_spanish-192765-755	distribuir
modern_corpus_spanish-288972-570	modern_corpus_spanish-512715-355	distribuir
old_corpus_spanish-245936-418	old_corpus_spanish-355327-1711	distribuir
modern_corpus_spanish-288972-570	old_corpus_spanish-245936-418	distribuir
modern_corpus_spanish-288972-570	old_corpus_spanish-680632-31	distribuir
modern_corpus_spanish-298980-1084	modern_corpus_spanish-514721-326	distribuir
modern_corpus_spanish-298980-1084	old_corpus_spanish-680632-31	distribuir
modern_corpus_spanish-192671-126	old_corpus_spanish-94632-616	distribuir
modern_corpus_spanish-248092-565	modern_corpus_spanish-512715-355	distribuir
old_corpus_spanish-464280-423	old_corpus_spanish-70986-513	educado
modern_corpus_spanish-500519-669	old_corpus_spanish-494278-536	educado
old_corpus_spanish-577026-708	old_corpus_spanish-93639-1141	educado
modern_corpus_spanish-500519-669	old_corpus_spanish-70986-513	educado
old_corpus_spanish-590452-359	old_corpus_spanish-622893-283	educado
modern_corpus_spanish-500519-669	modern_corpus_spanish-874243-232	educado
old_corpus_spanish-522355-625	old_corpus_spanish-590452-359	educado
modern_corpus_spanish-656919-587	old_corpus_spanish-204671-387	educado
modern_corpus_spanish-511645-707	old_corpus_spanish-494278-536	educado
old_corpus_spanish-176876-477	old_corpus_spanish-188409-783	educado
modern_corpus_spanish-697755-523	old_corpus_spanish-598378-129	educado
modern_corpus_spanish-31692-265	old_corpus_spanish-204671-387	educado
modern_corpus_spanish-727254-749	modern_corpus_spanish-874243-232	educado
modern_corpus_spanish-656919-587	modern_corpus_spanish-697755-523	educado
modern_corpus_spanish-618218-671	old_corpus_spanish-188409-783	educado
modern_corpus_spanish-616577-552	old_corpus_spanish-395379-965	educado
modern_corpus_spanish-616577-552	old_corpus_spanish-267814-456	educado
modern_corpus_spanish-697755-523	old_corpus_spanish-395379-965	educado
modern_corpus_spanish-616577-552	modern_corpus_spanish-656919-587	educado
modern_corpus_spanish-614389-478	modern_corpus_spanish-640755-914	educado
old_corpus_spanish-107566-258	old_corpus_spanish-375409-520	educado
modern_corpus_spanish-588599-388	old_corpus_spanish-598378-129	educado
modern_corpus_spanish-578630-471	modern_corpus_spanish-874243-232	educado
modern_corpus_spanish-578630-471	old_corpus_spanish-204671-387	educado
modern_corpus_spanish-578630-471	old_corpus_spanish-395379-965	educado
modern_corpus_spanish-578630-471	old_corpus_spanish-577026-708	educado
modern_corpus_spanish-588599-388	old_corpus_spanish-204671-387	educado
modern_corpus_spanish-614389-478	modern_corpus_spanish-697755-523	educado
modern_corpus_spanish-697755-523	old_corpus_spanish-375409-520	educado
modern_corpus_spanish-697755-523	old_corpus_spanish-75206-658	educado
modern_corpus_spanish-682321-499	old_corpus_spanish-464280-423	educado
modern_corpus_spanish-638188-452	old_corpus_spanish-590452-359	educado
modern_corpus_spanish-640755-914	modern_corpus_spanish-874243-232	educado
old_corpus_spanish-204671-387	old_corpus_spanish-75206-658	educado
modern_corpus_spanish-511645-707	old_corpus_spanish-93639-1141	educado
old_corpus_spanish-387196-105	old_corpus_spanish-464280-423	educado
old_corpus_spanish-375409-520	old_corpus_spanish-93639-1141	educado
modern_corpus_spanish-531363-479	modern_corpus_spanish-656919-587	educado
modern_corpus_spanish-659677-434	old_corpus_spanish-75206-658	educado
old_corpus_spanish-267814-456	old_corpus_spanish-598378-129	educado
old_corpus_spanish-311720-639	old_corpus_spanish-622893-283	educado
modern_corpus_spanish-689869-617	modern_corpus_spanish-8655-489	elocuente
modern_corpus_spanish-591243-636	old_corpus_spanish-215122-343	elocuente
modern_corpus_spanish-591243-636	old_corpus_spanish-108470-471	elocuente
modern_corpus_spanish-591243-636	modern_corpus_spanish-7798-342	elocuente
modern_corpus_spanish-649358-375	old_corpus_spanish-661206-574	elocuente
modern_corpus_spanish-591243-636	old_corpus_spanish-278131-867	elocuente
modern_corpus_spanish-131937-567	modern_corpus_spanish-349435-315	elocuente
modern_corpus_spanish-649358-375	old_corpus_spanish-422584-379	elocuente
modern_corpus_spanish-592299-338	old_corpus_spanish-178814-258	elocuente
modern_corpus_spanish-131937-567	modern_corpus_spanish-689869-617	elocuente
modern_corpus_spanish-478149-856	old_corpus_spanish-647428-360	elocuente
modern_corpus_spanish-478149-856	old_corpus_spanish-17491-920	elocuente
modern_corpus_spanish-689869-617	modern_corpus_spanish-7798-342	elocuente
modern_corpus_spanish-131937-567	old_corpus_spanish-178814-258	elocuente
old_corpus_spanish-62239-622	old_corpus_spanish-659925-742	elocuente
modern_corpus_spanish-674422-401	modern_corpus_spanish-689869-617	elocuente
modern_corpus_spanish-131937-567	old_corpus_spanish-659925-742	elocuente
modern_corpus_spanish-729357-411	old_corpus_spanish-661206-574	elocuente
modern_corpus_spanish-349435-315	modern_corpus_spanish-573606-433	elocuente
modern_corpus_spanish-349435-315	old_corpus_spanish-178814-258	elocuente
modern_corpus_spanish-8655-489	modern_corpus_spanish-895052-433	elocuente
modern_corpus_spanish-7798-342	old_corpus_spanish-661206-574	elocuente
modern_corpus_spanish-8655-489	old_corpus_spanish-202724-510	elocuente
modern_corpus_spanish-174430-391	modern_corpus_spanish-728221-303	elocuente
old_corpus_spanish-17491-920	old_corpus_spanish-403260-333	elocuente
old_corpus_spanish-198915-118	old_corpus_spanish-403260-333	elocuente
old_corpus_spanish-198915-118	old_corpus_spanish-238889-476	elocuente
old_corpus_spanish-198480-263	old_corpus_spanish-233335-1081	elocuente
old_corpus_spanish-202724-510	old_corpus_spanish-647428-360	elocuente
old_corpus_spanish-17491-920	old_corpus_spanish-659925-742	elocuente
modern_corpus_spanish-174430-391	old_corpus_spanish-661206-574	elocuente
old_corpus_spanish-17491-920	old_corpus_spanish-215122-343	elocuente
modern_corpus_spanish-56814-879	modern_corpus_spanish-649358-375	elocuente
modern_corpus_spanish-56814-879	modern_corpus_spanish-895052-433	elocuente
modern_corpus_spanish-56814-879	old_corpus_spanish-633124-866	elocuente
old_corpus_spanish-202724-510	old_corpus_spanish-233335-1081	elocuente
old_corpus_spanish-238889-476	old_corpus_spanish-661206-574	elocuente
old_corpus_spanish-202724-510	old_corpus_spanish-633124-866	elocuente
modern_corpus_spanish-174430-391	modern_corpus_spanish-349435-315	elocuente
old_corpus_spanish-420995-106	old_corpus_spanish-62239-622	elocuente
modern_corpus_spanish-533049-389	old_corpus_spanish-108470-471	elocuente
modern_corpus_spanish-573606-433	modern_corpus_spanish-591243-636	elocuente
modern_corpus_spanish-573606-433	old_corpus_spanish-231171-266	elocuente
old_corpus_spanish-108470-471	old_corpus_spanish-178814-258	elocuente
old_corpus_spanish-108470-471	old_corpus_spanish-231171-266	elocuente
old_corpus_spanish-108470-471	old_corpus_spanish-425570-342	elocuente
modern_corpus_spanish-573606-433	old_corpus_spanish-278131-867	elocuente
old_corpus_spanish-318826-689	old_corpus_spanish-377459-727	empresa
old_corpus_spanish-375323-754	old_corpus_spanish-377459-727	empresa
modern_corpus_spanish-159390-524	modern_corpus_spanish-525208-479	empresa
modern_corpus_spanish-100146-435	old_corpus_spanish-488855-505	empresa
modern_corpus_spanish-445966-2187	old_corpus_spanish-11326-1076	empresa
modern_corpus_spanish-445966-2187	modern_corpus_spanish-768112-145	empresa
modern_corpus_spanish-100146-435	old_corpus_spanish-176406-808	empresa
old_corpus_spanish-318826-689	old_corpus_spanish-488855-505	empresa
modern_corpus_spanish-116704-941	modern_corpus_spanish-159390-524	empresa
modern_corpus_spanish-159390-524	modern_corpus_spanish-5466-449	empresa
modern_corpus_spanish-159390-524	old_corpus_spanish-452790-718	empresa
modern_corpus_spanish-116704-941	old_corpus_spanish-452790-718	empresa
modern_corpus_spanish-511556-934	modern_corpus_spanish-58363-988	empresa
old_corpus_spanish-176406-808	old_corpus_spanish-188921-1425	empresa
old_corpus_spanish-102200-754	old_corpus_spanish-488855-505	empresa
modern_corpus_spanish-589722-642	modern_corpus_spanish-745645-636	empresa
old_corpus_spanish-11326-1076	old_corpus_spanish-306817-87	empresa
old_corpus_spanish-139047-741	old_corpus_spanish-16250-1016	empresa
modern_corpus_spanish-475392-508	modern_corpus_spanish-608521-996	empresa
old_corpus_spanish-140817-542	old_corpus_spanish-306817-87	empresa
old_corpus_spanish-176406-808	old_corpus_spanish-306817-87	empresa
old_corpus_spanish-140817-542	old_corpus_spanish-375323-754	empresa
modern_corpus_spanish-614486-678	old_corpus_spanish-167280-655	empresa
old_corpus_spanish-140817-542	old_corpus_spanish-667189-324	empresa
old_corpus_spanish-16250-1016	old_corpus_spanish-488855-505	empresa
modern_corpus_spanish-735493-240	old_corpus_spanish-488855-505	empresa
modern_corpus_spanish-735493-240	old_corpus_spanish-452790-718	empresa
modern_corpus_spanish-735493-240	old_corpus_spanish-375323-754	empresa
modern_corpus_spanish-614486-678	modern_corpus_spanish-735493-240	empresa
old_corpus_spanish-165870-400	old_corpus_spanish-188921-1425	empresa
modern_corpus_spanish-100146-435	old_corpus_spanish-16250-1016	empresa
modern_corpus_spanish-178651-809	modern_corpus_spanish-768112-145	empresa
modern_corpus_spanish-267005-487	modern_corpus_spanish-768112-145	empresa
modern_corpus_spanish-216871-735	modern_corpus_spanish-58363-988	empresa
modern_corpus_spanish-178651-809	old_corpus_spanish-11326-1076	empresa
modern_corpus_spanish-267005-487	modern_corpus_spanish-735493-240	empresa
modern_corpus_spanish-857457-644	old_corpus_spanish-646535-455	escritor
modern_corpus_spanish-791920-190	old_corpus_spanish-108858-400	escritor
modern_corpus_spanish-791920-190	old_corpus_spanish-123826-1497	escritor
modern_corpus_spanish-857457-644	old_corpus_spanish-488855-632	escritor
modern_corpus_spanish-791920-190	old_corpus_spanish-587596-542	escritor
modern_corpus_spanish-599056-504	old_corpus_spanish-646535-455	escritor
modern_corpus_spanish-599054-404	old_corpus_spanish-646559-473	escritor
modern_corpus_spanish-126705-792	modern_corpus_spanish-599056-504	escritor
modern_corpus_spanish-791920-190	old_corpus_spanish-147413-709	escritor
old_corpus_spanish-488855-632	old_corpus_spanish-646535-455	escritor
modern_corpus_spanish-126705-792	modern_corpus_spanish-710464-340	escritor
modern_corpus_spanish-699930-576	modern_corpus_spanish-71155-654	escritor
modern_corpus_spanish-857457-644	old_corpus_spanish-611270-348	escritor
modern_corpus_spanish-699930-576	modern_corpus_spanish-791920-190	escritor
modern_corpus_spanish-699930-576	modern_corpus_spanish-849694-567	escritor
modern_corpus_spanish-699930-576	old_corpus_spanish-147413-709	escritor
modern_corpus_spanish-599025-220	old_corpus_spanish-587596-542	escritor
old_corpus_spanish-488855-632	old_corpus_spanish-617764-844	escritor
modern_corpus_spanish-599054-404	old_corpus_spanish-147413-709	escritor
modern_corpus_spanish-599025-220	modern_corpus_spanish-624226-138	escritor
modern_corpus_spanish-599025-220	modern_corpus_spanish-599054-404	escritor
old_corpus_spanish-108396-710	old_corpus_spanish-123826-1497	escritor
modern_corpus_spanish-699930-576	old_corpus_spanish-94215-415	escritor
modern_corpus_spanish-792061-220	old_corpus_spanish-94215-415	escritor
modern_corpus_spanish-599054-404	modern_corpus_spanish-814866-142	escritor
modern_corpus_spanish-599025-220	modern_corpus_spanish-710464-340	escritor
modern_corpus_spanish-599054-404	old_corpus_spanish-587596-542	escritor
modern_corpus_spanish-792061-220	old_corpus_spanish-646559-473	escritor
old_corpus_spanish-147413-709	old_corpus_spanish-611270-348	escritor
modern_corpus_spanish-71155-654	modern_corpus_spanish-757467-248	escritor
modern_corpus_spanish-71155-654	modern_corpus_spanish-814866-142	escritor
modern_corpus_spanish-857457-644	old_corpus_spanish-89132-320	escritor
old_corpus_spanish-123826-1497	old_corpus_spanish-147413-709	escritor
old_corpus_spanish-123826-1497	old_corpus_spanish-283364-234	escritor
modern_corpus_spanish-202123-654	old_corpus_spanish-89132-320	escritor
modern_corpus_spanish-202123-654	old_corpus_spanish-646559-473	escritor
modern_corpus_spanish-624226-138	modern_corpus_spanish-71155-654	escritor
modern_corpus_spanish-624226-138	old_corpus_spanish-646559-473	escritor
modern_corpus_spanish-814866-142	modern_corpus_spanish-857457-644	escritor
modern_corpus_spanish-202123-654	modern_corpus_spanish-757467-248	escritor
modern_corpus_spanish-198494-358	old_corpus_spanish-147413-709	escritor
modern_corpus_spanish-849694-567	old_corpus_spanish-108858-400	escritor
modern_corpus_spanish-849694-567	old_corpus_spanish-147413-709	escritor
modern_corpus_spanish-198494-358	modern_corpus_spanish-599056-504	escritor
old_corpus_spanish-589386-730	old_corpus_spanish-617764-844	escritor
old_corpus_spanish-147413-709	old_corpus_spanish-646559-473	escritor
old_corpus_spanish-580920-880	old_corpus_spanish-646559-473	escritor
modern_corpus_spanish-198494-358	modern_corpus_spanish-857457-644	escritor
modern_corpus_spanish-198494-358	old_corpus_spanish-108396-710	escritor
modern_corpus_spanish-202123-654	modern_corpus_spanish-624226-138	escritor
modern_corpus_spanish-860768-160	old_corpus_spanish-115321-700	escritor
modern_corpus_spanish-71155-654	old_corpus_spanish-147413-709	escritor
modern_corpus_spanish-860768-160	old_corpus_spanish-587663-272	escritor
modern_corpus_spanish-682044-397	old_corpus_spanish-147413-709	escritor
modern_corpus_spanish-757446-180	old_corpus_spanish-108858-400	escritor
modern_corpus_spanish-682044-397	old_corpus_spanish-123826-1497	escritor
modern_corpus_spanish-506498-86	modern_corpus_spanish-710464-340	escritor
modern_corpus_spanish-506498-86	old_corpus_spanish-587663-272	escritor
old_corpus_spanish-646535-455	old_corpus_spanish-646559-473	escritor
modern_corpus_spanish-682044-397	old_corpus_spanish-94215-415	escritor
modern_corpus_spanish-710464-340	old_corpus_spanish-617764-844	escritor
modern_corpus_spanish-860768-160	old_corpus_spanish-94215-415	escritor
modern_corpus_spanish-710464-340	old_corpus_spanish-147413-709	escritor
modern_corpus_spanish-757467-248	modern_corpus_spanish-791920-190	escritor
modern_corpus_spanish-757446-180	old_corpus_spanish-94215-415	escritor
modern_corpus_spanish-757446-180	old_corpus_spanish-147413-709	escritor
modern_corpus_spanish-710464-340	modern_corpus_spanish-792061-220	escritor
modern_corpus_spanish-757467-248	old_corpus_spanish-115321-700	escritor
modern_corpus_spanish-682044-397	old_corpus_spanish-646535-455	escritor
modern_corpus_spanish-89758-950	old_corpus_spanish-330759-584	especulación
modern_corpus_spanish-130748-616	modern_corpus_spanish-596605-305	especulación
old_corpus_spanish-34941-198	old_corpus_spanish-687010-738	especulación
modern_corpus_spanish-529700-542	old_corpus_spanish-107522-724	especulación
modern_corpus_spanish-500717-536	old_corpus_spanish-660349-770	especulación
modern_corpus_spanish-742568-882	old_corpus_spanish-107522-724	especulación
modern_corpus_spanish-529700-542	old_corpus_spanish-662015-528	especulación
modern_corpus_spanish-179186-629	modern_corpus_spanish-89758-950	especulación
modern_corpus_spanish-529700-542	modern_corpus_spanish-89758-950	especulación
old_corpus_spanish-414526-220	old_corpus_spanish-660349-770	especulación
modern_corpus_spanish-385024-522	modern_corpus_spanish-389998-681	especulación
old_corpus_spanish-414526-220	old_corpus_spanish-602146-690	especulación
modern_corpus_spanish-500717-536	modern_corpus_spanish-596605-305	especulación
modern_corpus_spanish-130748-616	modern_corpus_spanish-660857-489	especulación
modern_corpus_spanish-880873-244	old_corpus_spanish-30720-58	especulación
modern_corpus_spanish-130748-616	modern_corpus_spanish-714520-492	especulación
old_corpus_spanish-517698-58	old_corpus_spanish-602146-690	especulación
modern_corpus_spanish-76815-323	old_corpus_spanish-107522-724	especulación
modern_corpus_spanish-389998-681	modern_corpus_spanish-660857-489	especulación
modern_corpus_spanish-389998-681	modern_corpus_spanish-65810-608	especulación
modern_corpus_spanish-880873-244	old_corpus_spanish-687010-738	especulación
modern_corpus_spanish-596605-305	modern_corpus_spanish-89758-950	especulación
modern_corpus_spanish-596605-305	old_corpus_spanish-660472-1000	especulación
modern_corpus_spanish-130748-616	modern_corpus_spanish-880873-244	especulación
old_corpus_spanish-538529-186	old_corpus_spanish-633402-342	especulación
modern_corpus_spanish-117330-504	modern_corpus_spanish-385024-522	especulación
