identifier1	identifier2	lemma	median_cleaned	judgments
modern_corpus_spanish-144037-612	modern_corpus_spanish-410639-661	capital	1.0	[1, 1, 1, 1]
modern_corpus_spanish-383810-1159	old_corpus_spanish-317468-428	capital	1.0	[1, 1]
modern_corpus_spanish-383810-1159	old_corpus_spanish-636615-407	capital	4.0	[3, 4, 4]
modern_corpus_spanish-144037-612	modern_corpus_spanish-163326-330	capital	1.0	[1, 1]
modern_corpus_spanish-37493-701	old_corpus_spanish-636615-407	capital	1.0	[1, 1]
old_corpus_spanish-117961-531	old_corpus_spanish-447586-295	capital	1.0	[1, 1]
old_corpus_spanish-117961-531	old_corpus_spanish-535422-261	capital	1.0	[1, 1]
old_corpus_spanish-117961-531	old_corpus_spanish-675957-497	capital	4.0	[4, 4]
modern_corpus_spanish-37493-701	old_corpus_spanish-633731-137	capital	1.0	[1, 1]
modern_corpus_spanish-37493-701	old_corpus_spanish-447586-295	capital	1.0	[1, 1]
modern_corpus_spanish-37493-701	old_corpus_spanish-441243-131	capital	1.0	[1, 1]
old_corpus_spanish-176375-809	old_corpus_spanish-441243-131	capital	1.0	[1, 1, 1]
old_corpus_spanish-163532-701	old_corpus_spanish-675957-497	capital	4.0	[4, 4, 4]
modern_corpus_spanish-437725-726	modern_corpus_spanish-582988-651	capital	1.0	[1, 1]
modern_corpus_spanish-437725-726	old_corpus_spanish-635322-457	capital	1.0	[1, 1]
modern_corpus_spanish-410639-661	old_corpus_spanish-481887-555	capital	1.0	[1, 1]
old_corpus_spanish-33426-675	old_corpus_spanish-672319-635	capital	4.0	[4, 4]
modern_corpus_spanish-410639-661	old_corpus_spanish-447586-295	capital	1.0	[1, 1]
old_corpus_spanish-466269-323	old_corpus_spanish-636615-407	capital	1.0	[1, 1]
old_corpus_spanish-466269-323	old_corpus_spanish-481887-555	capital	1.0	[1, 1]
modern_corpus_spanish-410639-661	old_corpus_spanish-441243-131	capital	1.0	[1, 1]
old_corpus_spanish-33426-675	old_corpus_spanish-675957-497	capital	4.0	[4, 4]
modern_corpus_spanish-410639-661	modern_corpus_spanish-711057-387	capital	1.0	[1, 1]
modern_corpus_spanish-437725-726	old_corpus_spanish-535422-261	capital	1.0	[1, 1, 1]
modern_corpus_spanish-410639-661	modern_corpus_spanish-614473-321	capital	1.0	[1, 1]
old_corpus_spanish-447586-295	old_corpus_spanish-636615-407	capital	4.0	[4, 4]
modern_corpus_spanish-410639-661	modern_corpus_spanish-582988-651	capital	1.0	[1, 1]
modern_corpus_spanish-410639-661	modern_corpus_spanish-576375-580	capital	1.0	[1, 1]
modern_corpus_spanish-410639-661	modern_corpus_spanish-561330-248	capital	4.0	[4, 4]
old_corpus_spanish-447586-295	old_corpus_spanish-570899-417	capital	4.0	[4, 4]
old_corpus_spanish-535422-261	old_corpus_spanish-636615-407	capital	3.0	[3, 3]
old_corpus_spanish-447586-295	old_corpus_spanish-466269-323	capital	1.0	[1, 1]
modern_corpus_spanish-163326-330	old_corpus_spanish-163532-701	capital	1.0	[1, 1, 1]
old_corpus_spanish-441243-131	old_corpus_spanish-466269-323	capital	1.0	[2, 1, 1]
old_corpus_spanish-441243-131	old_corpus_spanish-535422-261	capital	4.0	[4, 4]
old_corpus_spanish-672319-635	old_corpus_spanish-675957-497	capital	4.0	[4, 4, 4]
old_corpus_spanish-633731-137	old_corpus_spanish-635322-457	capital	2.0	[2, 2]
old_corpus_spanish-633731-137	old_corpus_spanish-660269-534	capital	1.0	[1, 1, 1]
old_corpus_spanish-635322-457	old_corpus_spanish-672319-635	capital	2.0	[2, 2]
old_corpus_spanish-441243-131	old_corpus_spanish-672319-635	capital	1.0	[1, 1, 1]
old_corpus_spanish-660269-534	old_corpus_spanish-672319-635	capital	4.0	[4, 4]
old_corpus_spanish-33426-675	old_corpus_spanish-448535-293	capital	1.0	[1, 1]
old_corpus_spanish-636615-407	old_corpus_spanish-675957-497	capital	1.0	[1, 1, 1]
old_corpus_spanish-570899-417	old_corpus_spanish-633731-137	capital	4.0	[4, 4]
old_corpus_spanish-481887-555	old_corpus_spanish-675957-497	capital	1.0	[1, 1]
old_corpus_spanish-418856-503	old_corpus_spanish-675957-497	capital	1.0	[1, 1]
old_corpus_spanish-418856-503	old_corpus_spanish-635322-457	capital	2.0	[2, 2, 1]
old_corpus_spanish-441243-131	old_corpus_spanish-447586-295	capital	4.0	[4, 4]
old_corpus_spanish-481887-555	old_corpus_spanish-672319-635	capital	1.0	[1, 1]
old_corpus_spanish-481887-555	old_corpus_spanish-635322-457	capital	2.0	[2, 2]
old_corpus_spanish-317468-428	old_corpus_spanish-675957-497	capital	4.0	[4, 4, 4]
modern_corpus_spanish-437725-726	old_corpus_spanish-140618-805	capital	1.0	[1, 1]
modern_corpus_spanish-437725-726	old_corpus_spanish-33426-675	capital	1.0	[1, 1]
old_corpus_spanish-570899-417	old_corpus_spanish-672319-635	capital	1.0	[1, 1]
old_corpus_spanish-481887-555	old_corpus_spanish-633731-137	capital	4.0	[4, 4]
modern_corpus_spanish-437725-726	old_corpus_spanish-448535-293	capital	1.0	[1, 1]
modern_corpus_spanish-543019-125	modern_corpus_spanish-576375-580	capital	4.0	[4, 4]
old_corpus_spanish-448535-293	old_corpus_spanish-481887-555	capital	4.0	[4, 4, 4]
modern_corpus_spanish-410639-661	old_corpus_spanish-633731-137	capital	1.0	[1, 1]
modern_corpus_spanish-543019-125	modern_corpus_spanish-549434-625	capital	4.0	[4, 4]
modern_corpus_spanish-410639-661	old_corpus_spanish-535422-261	capital	1.0	[1, 1]
modern_corpus_spanish-283726-848	modern_corpus_spanish-5308-454	colaborar	4.0	[4, 4]
modern_corpus_spanish-648330-455	old_corpus_spanish-349804-379	colaborar	4.0	[4, 4]
old_corpus_spanish-35918-364	old_corpus_spanish-608433-158	colaborar	4.0	[4, 4]
modern_corpus_spanish-114393-218	modern_corpus_spanish-336173-337	colaborar	4.0	[4, 4, 3]
old_corpus_spanish-5684-83	old_corpus_spanish-608583-553	colaborar	4.0	[4, 4]
modern_corpus_spanish-281537-620	modern_corpus_spanish-283726-848	colaborar	4.0	[4, 4]
modern_corpus_spanish-124371-550	modern_corpus_spanish-77002-340	colaborar	3.0	[3, 3]
modern_corpus_spanish-228312-330	modern_corpus_spanish-609121-231	colaborar	3.0	[4, 3, 3]
modern_corpus_spanish-228312-330	modern_corpus_spanish-585434-404	colaborar	4.0	[4, 4]
modern_corpus_spanish-585434-404	modern_corpus_spanish-77002-340	colaborar	3.0	[3, 4, 3]
modern_corpus_spanish-281537-620	modern_corpus_spanish-585434-404	colaborar	4.0	[4, 4, 4]
modern_corpus_spanish-585434-404	old_corpus_spanish-349804-379	colaborar	3.0	[3, 3]
modern_corpus_spanish-283726-848	modern_corpus_spanish-336173-337	colaborar	4.0	[4, 4]
modern_corpus_spanish-281537-620	old_corpus_spanish-612265-434	colaborar	3.0	[3, 3]
old_corpus_spanish-349532-948	old_corpus_spanish-404963-105	colaborar	3.0	[3, 3]
old_corpus_spanish-114160-797	old_corpus_spanish-608582-1460	colaborar	4.0	[4, 4, 4]
modern_corpus_spanish-124371-550	old_corpus_spanish-349532-948	colaborar	4.0	[4, 4]
modern_corpus_spanish-284302-1158	old_corpus_spanish-114160-797	colaborar	1.0	[1, 1]
modern_corpus_spanish-283726-848	modern_corpus_spanish-648330-455	colaborar	4.0	[4, 3, 4]
modern_corpus_spanish-336173-337	old_corpus_spanish-612048-256	colaborar	3.0	[3, 3]
modern_corpus_spanish-77002-340	old_corpus_spanish-349532-948	colaborar	4.0	[4, 4]
modern_corpus_spanish-124371-550	old_corpus_spanish-348631-937	colaborar	4.0	[4, 4]
modern_corpus_spanish-301969-558	old_corpus_spanish-608582-1460	colaborar	1.0	[1, 1]
modern_corpus_spanish-394711-1347	modern_corpus_spanish-77002-340	colaborar	3.0	[3, 3]
old_corpus_spanish-186371-889	old_corpus_spanish-348631-937	colaborar	4.0	[4, 4]
modern_corpus_spanish-115321-517	modern_corpus_spanish-11917-480	colaborar	4.0	[4, 4]
old_corpus_spanish-186371-889	old_corpus_spanish-608582-1460	colaborar	1.0	[1, 1]
old_corpus_spanish-608433-158	old_corpus_spanish-98162-366	colaborar	1.0	[1, 1]
modern_corpus_spanish-115321-517	old_corpus_spanish-367497-410	colaborar	3.0	[3, 4, 3]
modern_corpus_spanish-394711-1347	modern_corpus_spanish-53631-489	colaborar	4.0	[4, 4]
modern_corpus_spanish-360356-479	old_corpus_spanish-352276-272	colaborar	3.0	[3, 3]
modern_corpus_spanish-115321-517	modern_corpus_spanish-53631-489	colaborar	4.0	[4, 4]
modern_corpus_spanish-301969-558	modern_corpus_spanish-77002-340	colaborar	3.0	[3, 3]
modern_corpus_spanish-11917-480	modern_corpus_spanish-228312-330	colaborar	4.0	[4, 4]
modern_corpus_spanish-11917-480	modern_corpus_spanish-360356-479	colaborar	4.0	[4, 4]
modern_corpus_spanish-11917-480	old_corpus_spanish-404963-105	colaborar	3.0	[3, 3]
modern_corpus_spanish-736796-685	modern_corpus_spanish-884671-211	compasión	4.0	[4, 4]
old_corpus_spanish-450655-983	old_corpus_spanish-459695-201	compasión	4.0	[4, 4]
old_corpus_spanish-162787-244	old_corpus_spanish-44336-189	compasión	4.0	[4, 4]
modern_corpus_spanish-763595-631	old_corpus_spanish-541288-376	compasión	4.0	[4, 4]
modern_corpus_spanish-824446-244	modern_corpus_spanish-903501-340	compasión	4.0	[4, 4]
modern_corpus_spanish-884671-211	modern_corpus_spanish-895478-392	compasión	4.0	[4, 4]
modern_corpus_spanish-52064-591	modern_corpus_spanish-533527-487	compasión	4.0	[4, 4]
old_corpus_spanish-275971-151	old_corpus_spanish-457731-99	compasión	4.0	[4, 4, 3]
old_corpus_spanish-162787-244	old_corpus_spanish-234710-265	compasión	4.0	[4, 4]
modern_corpus_spanish-533512-395	modern_corpus_spanish-895478-392	compasión	4.0	[4, 4, 4]
modern_corpus_spanish-824446-244	old_corpus_spanish-275971-151	compasión	4.0	[4, 4]
modern_corpus_spanish-736796-685	old_corpus_spanish-275971-151	compasión	4.0	[4, 4]
modern_corpus_spanish-736796-685	old_corpus_spanish-663079-583	compasión	4.0	[4, 4, 3]
old_corpus_spanish-374533-377	old_corpus_spanish-616722-200	compasión	4.0	[4, 4]
old_corpus_spanish-374533-377	old_corpus_spanish-574285-399	compasión	4.0	[4, 4]
modern_corpus_spanish-52064-591	modern_corpus_spanish-533512-395	compasión	4.0	[4, 4, 4]
old_corpus_spanish-459695-201	old_corpus_spanish-585571-378	compasión	4.0	[4, 4]
modern_corpus_spanish-770997-671	old_corpus_spanish-574285-399	compasión	4.0	[4, 4, 4]
modern_corpus_spanish-770910-108	old_corpus_spanish-637611-226	compasión	4.0	[4, 4]
old_corpus_spanish-374533-377	old_corpus_spanish-471592-961	compasión	4.0	[4, 4]
old_corpus_spanish-459695-201	old_corpus_spanish-654866-379	compasión	4.0	[4, 4]
modern_corpus_spanish-552035-409	old_corpus_spanish-162787-244	compasión	4.0	[4, 4]
modern_corpus_spanish-884671-211	old_corpus_spanish-585571-378	compasión	4.0	[4, 4]
modern_corpus_spanish-760415-53	old_corpus_spanish-665486-369	compasión	4.0	[4, 4, 4]
modern_corpus_spanish-770910-108	modern_corpus_spanish-780533-261	compasión	4.0	[4, 4]
modern_corpus_spanish-52064-591	modern_corpus_spanish-903501-340	compasión	4.0	[4, 4]
modern_corpus_spanish-533527-487	modern_corpus_spanish-770910-108	compasión	3.0	[3, 3]
modern_corpus_spanish-895478-392	old_corpus_spanish-663079-583	compasión	4.0	[4, 4]
modern_corpus_spanish-895478-392	old_corpus_spanish-654866-379	compasión	4.0	[4, 4]
modern_corpus_spanish-895478-392	old_corpus_spanish-574285-399	compasión	4.0	[4, 4, 4]
old_corpus_spanish-234710-265	old_corpus_spanish-44336-189	compasión	4.0	[4, 4, 4]
modern_corpus_spanish-760459-281	old_corpus_spanish-616722-200	compasión	4.0	[4, 4, 3]
modern_corpus_spanish-552035-409	old_corpus_spanish-541288-376	compasión	4.0	[4, 4]
modern_corpus_spanish-824446-244	old_corpus_spanish-637611-226	compasión	4.0	[4, 4]
modern_corpus_spanish-760459-281	modern_corpus_spanish-903501-340	compasión	4.0	[4, 4]
modern_corpus_spanish-894687-200	old_corpus_spanish-471592-961	compasión	4.0	[4, 4]
modern_corpus_spanish-894687-200	modern_corpus_spanish-895478-392	compasión	4.0	[4, 4]
modern_corpus_spanish-760459-281	modern_corpus_spanish-884671-211	compasión	4.0	[4, 4]
modern_corpus_spanish-394935-329	old_corpus_spanish-541288-376	compasión	4.0	[4, 4]
modern_corpus_spanish-394935-329	old_corpus_spanish-44336-189	compasión	4.0	[4, 4, 3]
modern_corpus_spanish-394935-329	old_corpus_spanish-137446-117	compasión	4.0	[4, 4]
modern_corpus_spanish-894687-200	old_corpus_spanish-637611-226	compasión	4.0	[4, 4, 4]
modern_corpus_spanish-595274-777	modern_corpus_spanish-780533-261	compasión	4.0	[4, 4]
old_corpus_spanish-471592-961	old_corpus_spanish-574285-399	compasión	4.0	[4, 4]
modern_corpus_spanish-903501-340	old_corpus_spanish-457731-99	compasión	4.0	[4, 4]
old_corpus_spanish-226591-165	old_corpus_spanish-459695-201	compasión	4.0	[4, 4]
old_corpus_spanish-450655-983	old_corpus_spanish-616722-200	compasión	4.0	[4, 4]
old_corpus_spanish-226591-165	old_corpus_spanish-541288-376	compasión	4.0	[4, 4]
modern_corpus_spanish-52064-591	old_corpus_spanish-226591-165	compasión	3.0	[3, 3]
modern_corpus_spanish-595274-777	old_corpus_spanish-616722-200	compasión	3.0	[3, 3]
modern_corpus_spanish-770910-108	old_corpus_spanish-574285-399	compasión	4.0	[4, 4]
old_corpus_spanish-275971-151	old_corpus_spanish-541288-376	compasión	4.0	[4, 4, 4]
old_corpus_spanish-457731-99	old_corpus_spanish-637611-226	compasión	4.0	[4, 4]
old_corpus_spanish-457731-99	old_corpus_spanish-665486-369	compasión	4.0	[4, 4]
old_corpus_spanish-275971-151	old_corpus_spanish-574285-399	compasión	4.0	[4, 4]
modern_corpus_spanish-595274-777	old_corpus_spanish-162787-244	compasión	4.0	[4, 4]
modern_corpus_spanish-760459-281	modern_corpus_spanish-809274-855	compasión	4.0	[4, 4]
modern_corpus_spanish-533527-487	old_corpus_spanish-275971-151	compasión	4.0	[4, 4, 3]
modern_corpus_spanish-824446-244	old_corpus_spanish-574285-399	compasión	4.0	[4, 4]
modern_corpus_spanish-631471-606	modern_corpus_spanish-839451-129	copiar	3.0	[4, 3, 3]
modern_corpus_spanish-839451-129	modern_corpus_spanish-839528-1042	copiar	3.0	[3, 3, 3, 4]
modern_corpus_spanish-812680-312	modern_corpus_spanish-839451-129	copiar	3.0	[3, 3, 2]
modern_corpus_spanish-812680-312	modern_corpus_spanish-859680-314	copiar	3.0	[2, 3, 3]
modern_corpus_spanish-812680-312	modern_corpus_spanish-839526-380	copiar	4.0	[4, 4]
modern_corpus_spanish-586241-1230	modern_corpus_spanish-769384-182	copiar	2.0	[2, 3, 2]
modern_corpus_spanish-839451-129	old_corpus_spanish-405872-730	copiar	4.0	[4, 4]
modern_corpus_spanish-839528-1042	old_corpus_spanish-660773-333	copiar	2.0	[2, 2, 1]
modern_corpus_spanish-839451-129	old_corpus_spanish-610555-750	copiar	3.0	[3, 3]
modern_corpus_spanish-839526-380	old_corpus_spanish-610555-750	copiar	4.0	[4, 4, 3]
modern_corpus_spanish-839451-129	old_corpus_spanish-321121-685	copiar	2.0	[2, 2]
modern_corpus_spanish-812680-312	modern_corpus_spanish-886633-408	copiar	3.0	[3, 3]
modern_corpus_spanish-859680-314	old_corpus_spanish-679505-496	copiar	2.0	[2, 2]
modern_corpus_spanish-855543-829	old_corpus_spanish-610555-750	copiar	1.0	[1, 1]
modern_corpus_spanish-689548-339	old_corpus_spanish-619042-262	copiar	3.0	[3, 3]
modern_corpus_spanish-689548-339	old_corpus_spanish-1116-296	copiar	3.0	[3, 3, 4]
modern_corpus_spanish-689548-339	modern_corpus_spanish-902547-130	copiar	3.0	[3, 3]
modern_corpus_spanish-631471-606	modern_corpus_spanish-821585-221	copiar	2.0	[2, 2, 3]
modern_corpus_spanish-769384-182	modern_corpus_spanish-812680-312	copiar	3.0	[3, 4, 3]
modern_corpus_spanish-821585-221	old_corpus_spanish-679505-496	copiar	3.0	[3, 3]
modern_corpus_spanish-886633-408	old_corpus_spanish-18567-1734	copiar	2.0	[2, 2]
modern_corpus_spanish-886633-408	old_corpus_spanish-321121-685	copiar	3.0	[3, 3]
modern_corpus_spanish-886633-408	old_corpus_spanish-679505-496	copiar	3.0	[3, 3, 3]
modern_corpus_spanish-886661-180	old_corpus_spanish-124926-217	copiar	2.0	[3, 2, 2]
modern_corpus_spanish-886661-180	old_corpus_spanish-141373-350	copiar	2.0	[2, 2]
modern_corpus_spanish-886661-180	old_corpus_spanish-684484-228	copiar	2.0	[2, 2, 2]
modern_corpus_spanish-886701-381	old_corpus_spanish-619042-262	copiar	3.0	[3, 3]
modern_corpus_spanish-886701-381	old_corpus_spanish-660773-333	copiar	3.0	[3, 3, 2]
modern_corpus_spanish-821585-221	old_corpus_spanish-660773-333	copiar	2.0	[2, 2]
modern_corpus_spanish-859680-314	old_corpus_spanish-514234-921	copiar	2.0	[3, 2, 2]
modern_corpus_spanish-859680-314	old_corpus_spanish-513841-420	copiar	3.0	[2, 3, 3]
modern_corpus_spanish-821585-221	old_corpus_spanish-598573-272	copiar	2.0	[2, 2, 1]
modern_corpus_spanish-855543-829	old_corpus_spanish-660773-333	copiar	3.0	[4, 3, 3]
modern_corpus_spanish-855543-829	old_corpus_spanish-321121-685	copiar	2.0	[2, 2, 1]
old_corpus_spanish-609243-255	old_corpus_spanish-628569-355	copiar	2.0	[2, 2]
old_corpus_spanish-1116-296	old_corpus_spanish-619042-262	copiar	3.0	[3, 3]
modern_corpus_spanish-631471-606	modern_corpus_spanish-886661-180	copiar	4.0	[4, 4]
modern_corpus_spanish-751726-442	modern_corpus_spanish-886701-381	copiar	2.0	[2, 3, 2]
modern_corpus_spanish-751726-442	modern_corpus_spanish-859680-314	copiar	2.0	[2, 2]
modern_corpus_spanish-751726-442	modern_corpus_spanish-821585-221	copiar	2.0	[2, 2, 2]
old_corpus_spanish-359309-316	old_corpus_spanish-405872-730	copiar	4.0	[4, 4]
modern_corpus_spanish-13425-644	old_corpus_spanish-619042-262	copiar	2.0	[2, 2]
old_corpus_spanish-513841-420	old_corpus_spanish-679505-496	copiar	3.0	[4, 3, 3]
old_corpus_spanish-141373-350	old_corpus_spanish-598573-272	copiar	4.0	[4, 4]
old_corpus_spanish-18567-1734	old_corpus_spanish-359309-316	copiar	3.0	[3, 3, 3]
old_corpus_spanish-141373-350	old_corpus_spanish-628569-355	copiar	3.0	[4, 3, 3]
old_corpus_spanish-141373-350	old_corpus_spanish-660773-333	copiar	4.0	[4, 4]
old_corpus_spanish-514234-921	old_corpus_spanish-610555-750	copiar	4.0	[4, 3, 4]
modern_corpus_spanish-49417-851	modern_corpus_spanish-631471-606	copiar	4.0	[4, 4]
old_corpus_spanish-574804-365	old_corpus_spanish-619042-262	copiar	4.0	[4, 4]
old_corpus_spanish-574804-365	old_corpus_spanish-660773-333	copiar	3.0	[3, 3, 4]
old_corpus_spanish-574804-365	old_corpus_spanish-684484-228	copiar	3.0	[3, 3]
modern_corpus_spanish-631471-606	modern_corpus_spanish-886633-408	copiar	4.0	[4, 4]
modern_corpus_spanish-49417-851	old_corpus_spanish-574804-365	copiar	2.0	[2, 2, 1]
old_corpus_spanish-18567-1734	old_corpus_spanish-628569-355	copiar	2.0	[2, 2]
old_corpus_spanish-18567-1734	old_corpus_spanish-679505-496	copiar	3.0	[3, 2, 3]
modern_corpus_spanish-627402-804	old_corpus_spanish-124926-217	copiar	2.0	[2, 2, 2]
modern_corpus_spanish-627402-804	modern_corpus_spanish-839528-1042	copiar	3.0	[3, 4, 3]
modern_corpus_spanish-627402-804	modern_corpus_spanish-689548-339	copiar	2.0	[2, 2]
modern_corpus_spanish-533637-642	modern_corpus_spanish-689548-339	copiar	3.0	[2, 3, 3]
old_corpus_spanish-124926-217	old_corpus_spanish-684484-228	copiar	3.0	[3, 3]
modern_corpus_spanish-533637-642	modern_corpus_spanish-769384-182	copiar	3.0	[2, 3, 3]
modern_corpus_spanish-13425-644	modern_corpus_spanish-886661-180	copiar	3.0	[3, 3]
modern_corpus_spanish-49417-851	modern_corpus_spanish-886661-180	copiar	3.0	[3, 3]
modern_corpus_spanish-49417-851	old_corpus_spanish-321121-685	copiar	3.0	[3, 3, 2]
modern_corpus_spanish-49417-851	modern_corpus_spanish-839451-129	copiar	3.0	[2, 3, 3, 3]
modern_corpus_spanish-627402-804	old_corpus_spanish-679505-496	copiar	3.0	[3, 3]
modern_corpus_spanish-49417-851	old_corpus_spanish-513841-420	copiar	3.0	[3, 3, 3]
modern_corpus_spanish-13425-644	modern_corpus_spanish-859680-314	copiar	2.0	[2, 2]
old_corpus_spanish-124926-217	old_corpus_spanish-598573-272	copiar	4.0	[4, 4]
old_corpus_spanish-141373-350	old_corpus_spanish-619042-262	copiar	3.0	[3, 3]
old_corpus_spanish-18567-1734	old_corpus_spanish-619042-262	copiar	3.0	[3, 4, 3]
old_corpus_spanish-124926-217	old_corpus_spanish-405872-730	copiar	3.0	[4, 3, 3]
modern_corpus_spanish-751726-442	old_corpus_spanish-628569-355	copiar	3.0	[3, 3]
old_corpus_spanish-660773-333	old_corpus_spanish-679505-496	copiar	3.0	[4, 3, 3]
old_corpus_spanish-1116-296	old_corpus_spanish-1116-296	copiar	4.0	[4, 4]
old_corpus_spanish-1116-296	old_corpus_spanish-124926-217	copiar	3.0	[2, 3, 3, 3]
modern_corpus_spanish-631471-606	old_corpus_spanish-359309-316	copiar	3.0	[2, 3, 3]
old_corpus_spanish-1116-296	old_corpus_spanish-359309-316	copiar	3.0	[3, 3]
old_corpus_spanish-1116-296	old_corpus_spanish-405872-730	copiar	3.0	[2, 3, 3]
old_corpus_spanish-1116-296	old_corpus_spanish-514234-921	copiar	3.0	[4, 3, 3, 3]
old_corpus_spanish-1116-296	old_corpus_spanish-610555-750	copiar	3.0	[3, 3, 3, 2]
old_corpus_spanish-1116-296	old_corpus_spanish-321121-685	copiar	3.0	[3, 3]
modern_corpus_spanish-751726-442	old_corpus_spanish-124926-217	copiar	3.0	[3, 4, 3]
old_corpus_spanish-405872-730	old_corpus_spanish-574804-365	copiar	4.0	[4, 4]
modern_corpus_spanish-902547-130	old_corpus_spanish-1116-296	copiar	4.0	[4, 4]
modern_corpus_spanish-631471-606	old_corpus_spanish-18567-1734	copiar	3.0	[3, 2, 3]
modern_corpus_spanish-49417-851	modern_corpus_spanish-586241-1230	copiar	3.0	[3, 3]
modern_corpus_spanish-631471-606	modern_corpus_spanish-886701-381	copiar	4.0	[4, 4]
modern_corpus_spanish-751726-442	old_corpus_spanish-574804-365	copiar	3.0	[3, 3]
modern_corpus_spanish-759341-196	old_corpus_spanish-47072-641	corredor	4.0	[4, 4]
modern_corpus_spanish-726038-366	old_corpus_spanish-41406-899	corredor	1.0	[1, 1]
modern_corpus_spanish-421157-502	modern_corpus_spanish-68059-374	corredor	1.0	[1, 1]
modern_corpus_spanish-421157-502	old_corpus_spanish-452077-225	corredor	1.0	[1, 1, 1, 1]
modern_corpus_spanish-726038-366	old_corpus_spanish-407738-680	corredor	2.0	[2, 2]
modern_corpus_spanish-421157-502	old_corpus_spanish-575144-400	corredor	1.0	[1, 1]
modern_corpus_spanish-613344-604	old_corpus_spanish-61474-787	corredor	3.0	[3, 3]
modern_corpus_spanish-613344-604	old_corpus_spanish-294348-757	corredor	2.0	[2, 2]
modern_corpus_spanish-613344-604	modern_corpus_spanish-817896-182	corredor	3.0	[3, 3]
modern_corpus_spanish-613344-604	modern_corpus_spanish-67992-498	corredor	3.0	[4, 3, 3]
modern_corpus_spanish-726038-366	old_corpus_spanish-110113-52	corredor	3.0	[3, 3]
modern_corpus_spanish-726038-366	old_corpus_spanish-339800-105	corredor	2.0	[2, 2]
modern_corpus_spanish-421157-502	modern_corpus_spanish-67992-498	corredor	1.0	[1, 2, 1]
modern_corpus_spanish-421157-502	old_corpus_spanish-457536-623	corredor	1.0	[1, 1]
modern_corpus_spanish-543586-480	modern_corpus_spanish-68015-951	corredor	4.0	[4, 4, 4]
old_corpus_spanish-294348-757	old_corpus_spanish-452077-225	corredor	4.0	[4, 4, 3]
old_corpus_spanish-294348-757	old_corpus_spanish-61474-787	corredor	4.0	[4, 4, 4, 4]
modern_corpus_spanish-68011-483	modern_corpus_spanish-892016-196	corredor	1.0	[1, 1]
modern_corpus_spanish-68011-483	old_corpus_spanish-238265-652	corredor	1.0	[1, 1]
modern_corpus_spanish-68011-483	old_corpus_spanish-42711-262	corredor	2.0	[2, 2]
modern_corpus_spanish-68011-483	old_corpus_spanish-452111-322	corredor	3.0	[3, 2, 3]
modern_corpus_spanish-107643-948	modern_corpus_spanish-672332-742	corredor	1.0	[1, 1, 1]
old_corpus_spanish-339800-105	old_corpus_spanish-47072-641	corredor	4.0	[4, 4, 4]
old_corpus_spanish-294348-757	old_corpus_spanish-457536-623	corredor	4.0	[4, 4]
modern_corpus_spanish-68011-483	old_corpus_spanish-457536-623	corredor	3.0	[3, 3]
modern_corpus_spanish-68011-483	old_corpus_spanish-47072-641	corredor	3.0	[3, 2, 3]
modern_corpus_spanish-68015-951	modern_corpus_spanish-759341-196	corredor	1.0	[1, 1]
modern_corpus_spanish-68015-951	modern_corpus_spanish-817896-182	corredor	3.0	[3, 2, 3]
modern_corpus_spanish-68059-374	modern_corpus_spanish-726038-366	corredor	1.0	[1, 1]
modern_corpus_spanish-68059-374	modern_corpus_spanish-759341-196	corredor	3.0	[3, 3]
modern_corpus_spanish-107643-948	modern_corpus_spanish-117076-250	corredor	1.0	[1, 1, 2]
old_corpus_spanish-339800-105	old_corpus_spanish-452111-322	corredor	4.0	[4, 4]
modern_corpus_spanish-440576-750	modern_corpus_spanish-892016-196	corredor	1.0	[1, 1]
modern_corpus_spanish-672332-742	modern_corpus_spanish-817896-182	corredor	1.0	[1, 1]
modern_corpus_spanish-152681-810	old_corpus_spanish-457536-623	corredor	2.0	[2, 2]
modern_corpus_spanish-152681-810	old_corpus_spanish-42711-262	corredor	3.0	[3, 3]
modern_corpus_spanish-152681-810	old_corpus_spanish-110113-52	corredor	1.0	[1, 1, 2]
modern_corpus_spanish-152681-810	modern_corpus_spanish-726038-366	corredor	1.0	[1, 1]
modern_corpus_spanish-672332-742	old_corpus_spanish-575144-400	corredor	1.0	[1, 1]
modern_corpus_spanish-152681-810	modern_corpus_spanish-543586-480	corredor	4.0	[4, 4]
modern_corpus_spanish-152667-381	old_corpus_spanish-457536-623	corredor	3.0	[3, 3]
modern_corpus_spanish-152667-381	old_corpus_spanish-384674-306	corredor	3.0	[3, 3]
modern_corpus_spanish-152667-381	modern_corpus_spanish-759341-196	corredor	2.0	[3, 2, 2]
modern_corpus_spanish-152667-381	modern_corpus_spanish-613344-604	corredor	4.0	[4, 3, 4]
old_corpus_spanish-163635-256	old_corpus_spanish-61474-787	corredor	1.0	[1, 1]
old_corpus_spanish-163635-256	old_corpus_spanish-452077-225	corredor	1.0	[1, 1]
modern_corpus_spanish-672332-742	old_corpus_spanish-42711-262	corredor	1.0	[1, 1, 1]
modern_corpus_spanish-152667-381	modern_corpus_spanish-543586-480	corredor	4.0	[4, 3, 4]
modern_corpus_spanish-672332-742	old_corpus_spanish-110113-52	corredor	1.0	[1, 1]
old_corpus_spanish-110113-52	old_corpus_spanish-42711-262	corredor	1.0	[1, 1]
modern_corpus_spanish-152681-810	old_corpus_spanish-61474-787	corredor	3.0	[3, 3]
